Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-03_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-03_r5,0,252069,227419
JRC_GSW1_4_Monthlyhistory_Ganges_2001-03_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2002-03_r5,0,82,457939
JRC_GSW1_4_Monthlyhistory_Ganges_2003-03_r5,0,1986,460819
JRC_GSW1_4_Monthlyhistory_Ganges_2004-03_r5,0,354,461829
JRC_GSW1_4_Monthlyhistory_Ganges_2005-03_r5,0,1739,458624
JRC_GSW1_4_Monthlyhistory_Ganges_2006-03_r5,0,441,465244
JRC_GSW1_4_Monthlyhistory_Ganges_2007-03_r5,0,316,462319
JRC_GSW1_4_Monthlyhistory_Ganges_2008-03_r5,0,6,467366
JRC_GSW1_4_Monthlyhistory_Ganges_2009-03_r5,0,2426,461739
JRC_GSW1_4_Monthlyhistory_Ganges_2010-03_r5,0,4006,465671
JRC_GSW1_4_Monthlyhistory_Ganges_2011-03_r5,0,29397,437902
JRC_GSW1_4_Monthlyhistory_Ganges_2012-03_r5,0,75099,393616
JRC_GSW1_4_Monthlyhistory_Ganges_2013-03_r5,0,84873,383304
JRC_GSW1_4_Monthlyhistory_Ganges_2014-03_r5,0,28,457800
JRC_GSW1_4_Monthlyhistory_Ganges_2015-03_r5,0,40,460929
JRC_GSW1_4_Monthlyhistory_Ganges_2016-03_r5,0,1,469048
JRC_GSW1_4_Monthlyhistory_Ganges_2017-03_r5,0,2725,461724
JRC_GSW1_4_Monthlyhistory_Ganges_2018-03_r5,0,0,466204
JRC_GSW1_4_Monthlyhistory_Ganges_2019-03_r5,0,330,463635
JRC_GSW1_4_Monthlyhistory_Ganges_2020-03_r5,0,72,461240
JRC_GSW1_4_Monthlyhistory_Ganges_2021-03_r5,0,0,466831
