Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-03_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-03_r1,0,401151,85114
JRC_GSW1_4_Monthlyhistory_Ganges_2001-03_r1,0,194254,283542
JRC_GSW1_4_Monthlyhistory_Ganges_2002-03_r1,0,151531,324300
JRC_GSW1_4_Monthlyhistory_Ganges_2003-03_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2004-03_r1,0,126,471589
JRC_GSW1_4_Monthlyhistory_Ganges_2005-03_r1,0,5877,466805
JRC_GSW1_4_Monthlyhistory_Ganges_2006-03_r1,0,39395,438718
JRC_GSW1_4_Monthlyhistory_Ganges_2007-03_r1,0,204,476319
JRC_GSW1_4_Monthlyhistory_Ganges_2008-03_r1,0,2402,475248
JRC_GSW1_4_Monthlyhistory_Ganges_2009-03_r1,0,130,475061
JRC_GSW1_4_Monthlyhistory_Ganges_2010-03_r1,0,139,478187
JRC_GSW1_4_Monthlyhistory_Ganges_2011-03_r1,0,13375,465361
JRC_GSW1_4_Monthlyhistory_Ganges_2012-03_r1,0,516,476430
JRC_GSW1_4_Monthlyhistory_Ganges_2013-03_r1,0,67630,411648
JRC_GSW1_4_Monthlyhistory_Ganges_2014-03_r1,0,127,470057
JRC_GSW1_4_Monthlyhistory_Ganges_2015-03_r1,0,205,476596
JRC_GSW1_4_Monthlyhistory_Ganges_2016-03_r1,0,5177,472910
JRC_GSW1_4_Monthlyhistory_Ganges_2017-03_r1,0,990,474230
JRC_GSW1_4_Monthlyhistory_Ganges_2018-03_r1,0,2968,473493
JRC_GSW1_4_Monthlyhistory_Ganges_2019-03_r1,0,132,474782
JRC_GSW1_4_Monthlyhistory_Ganges_2020-03_r1,0,13318,459541
JRC_GSW1_4_Monthlyhistory_Ganges_2021-03_r1,0,968,476951
