Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-03_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-03_r3,0,322,463126
JRC_GSW1_4_Monthlyhistory_Ganges_2001-03_r3,0,463822,35883
JRC_GSW1_4_Monthlyhistory_Ganges_2002-03_r3,0,302,459503
JRC_GSW1_4_Monthlyhistory_Ganges_2003-03_r3,0,3337,459293
JRC_GSW1_4_Monthlyhistory_Ganges_2004-03_r3,0,307,461098
JRC_GSW1_4_Monthlyhistory_Ganges_2005-03_r3,0,440,458794
JRC_GSW1_4_Monthlyhistory_Ganges_2006-03_r3,0,357,461386
JRC_GSW1_4_Monthlyhistory_Ganges_2007-03_r3,0,375,460873
JRC_GSW1_4_Monthlyhistory_Ganges_2008-03_r3,0,308,464335
JRC_GSW1_4_Monthlyhistory_Ganges_2009-03_r3,0,16841,446340
JRC_GSW1_4_Monthlyhistory_Ganges_2010-03_r3,0,5826,461480
JRC_GSW1_4_Monthlyhistory_Ganges_2011-03_r3,0,338,465400
JRC_GSW1_4_Monthlyhistory_Ganges_2012-03_r3,0,12025,454742
JRC_GSW1_4_Monthlyhistory_Ganges_2013-03_r3,0,25672,436283
JRC_GSW1_4_Monthlyhistory_Ganges_2014-03_r3,0,299,458294
JRC_GSW1_4_Monthlyhistory_Ganges_2015-03_r3,0,304,462379
JRC_GSW1_4_Monthlyhistory_Ganges_2016-03_r3,0,299,464964
JRC_GSW1_4_Monthlyhistory_Ganges_2017-03_r3,0,4381,460502
JRC_GSW1_4_Monthlyhistory_Ganges_2018-03_r3,0,299,465257
JRC_GSW1_4_Monthlyhistory_Ganges_2019-03_r3,0,394,465119
JRC_GSW1_4_Monthlyhistory_Ganges_2020-03_r3,0,299,460214
JRC_GSW1_4_Monthlyhistory_Ganges_2021-03_r3,0,299,464909
