Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-03_r8,0,430490,61338
JRC_GSW1_4_Monthlyhistory_Indus_2000-03_r8,0,11010,461635
JRC_GSW1_4_Monthlyhistory_Indus_2001-03_r8,0,10892,467074
JRC_GSW1_4_Monthlyhistory_Indus_2002-03_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2003-03_r8,0,42829,435251
JRC_GSW1_4_Monthlyhistory_Indus_2004-03_r8,0,36076,445493
JRC_GSW1_4_Monthlyhistory_Indus_2005-03_r8,0,17128,452807
JRC_GSW1_4_Monthlyhistory_Indus_2006-03_r8,0,76816,401939
JRC_GSW1_4_Monthlyhistory_Indus_2007-03_r8,0,87756,387387
JRC_GSW1_4_Monthlyhistory_Indus_2008-03_r8,0,4001,474701
JRC_GSW1_4_Monthlyhistory_Indus_2009-03_r8,0,74297,399562
JRC_GSW1_4_Monthlyhistory_Indus_2010-03_r8,0,70717,407208
JRC_GSW1_4_Monthlyhistory_Indus_2011-03_r8,0,15207,448069
JRC_GSW1_4_Monthlyhistory_Indus_2012-03_r8,0,44706,426716
JRC_GSW1_4_Monthlyhistory_Indus_2013-03_r8,0,33927,436908
JRC_GSW1_4_Monthlyhistory_Indus_2014-03_r8,0,318785,156878
JRC_GSW1_4_Monthlyhistory_Indus_2015-03_r8,0,286003,195874
JRC_GSW1_4_Monthlyhistory_Indus_2016-03_r8,0,1709,460844
JRC_GSW1_4_Monthlyhistory_Indus_2017-03_r8,0,9375,461324
JRC_GSW1_4_Monthlyhistory_Indus_2018-03_r8,0,97,476213
JRC_GSW1_4_Monthlyhistory_Indus_2019-03_r8,0,326,471127
JRC_GSW1_4_Monthlyhistory_Indus_2020-03_r8,0,19259,447659
JRC_GSW1_4_Monthlyhistory_Indus_2021-03_r8,0,415,473404
