Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-03_r4,0,437670,50796
JRC_GSW1_4_Monthlyhistory_Indus_2000-03_r4,0,11553,459872
JRC_GSW1_4_Monthlyhistory_Indus_2001-03_r4,0,11970,464926
JRC_GSW1_4_Monthlyhistory_Indus_2002-03_r4,0,299,476361
JRC_GSW1_4_Monthlyhistory_Indus_2003-03_r4,0,32346,439620
JRC_GSW1_4_Monthlyhistory_Indus_2004-03_r4,0,7501,472186
JRC_GSW1_4_Monthlyhistory_Indus_2005-03_r4,0,8644,452265
JRC_GSW1_4_Monthlyhistory_Indus_2006-03_r4,0,53054,417490
JRC_GSW1_4_Monthlyhistory_Indus_2007-03_r4,0,35854,429891
JRC_GSW1_4_Monthlyhistory_Indus_2008-03_r4,0,175,471133
JRC_GSW1_4_Monthlyhistory_Indus_2009-03_r4,0,37787,434270
JRC_GSW1_4_Monthlyhistory_Indus_2010-03_r4,0,19291,448889
JRC_GSW1_4_Monthlyhistory_Indus_2011-03_r4,0,16505,449516
JRC_GSW1_4_Monthlyhistory_Indus_2012-03_r4,0,10410,457078
JRC_GSW1_4_Monthlyhistory_Indus_2013-03_r4,0,16442,445127
JRC_GSW1_4_Monthlyhistory_Indus_2014-03_r4,0,345863,133293
JRC_GSW1_4_Monthlyhistory_Indus_2015-03_r4,0,453886,27608
JRC_GSW1_4_Monthlyhistory_Indus_2016-03_r4,0,1579,458683
JRC_GSW1_4_Monthlyhistory_Indus_2017-03_r4,0,1030,469999
JRC_GSW1_4_Monthlyhistory_Indus_2018-03_r4,0,8,475610
JRC_GSW1_4_Monthlyhistory_Indus_2019-03_r4,0,444,469743
JRC_GSW1_4_Monthlyhistory_Indus_2020-03_r4,0,195367,283412
JRC_GSW1_4_Monthlyhistory_Indus_2021-03_r4,0,217,478096
