Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-03_r9,0,337719,147247
JRC_GSW1_4_Monthlyhistory_Indus_2000-03_r9,0,8557,464467
JRC_GSW1_4_Monthlyhistory_Indus_2001-03_r9,0,10251,467070
JRC_GSW1_4_Monthlyhistory_Indus_2002-03_r9,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2003-03_r9,0,26284,449263
JRC_GSW1_4_Monthlyhistory_Indus_2004-03_r9,0,40331,441337
JRC_GSW1_4_Monthlyhistory_Indus_2005-03_r9,0,10911,459038
JRC_GSW1_4_Monthlyhistory_Indus_2006-03_r9,0,89952,386843
JRC_GSW1_4_Monthlyhistory_Indus_2007-03_r9,0,102670,373479
JRC_GSW1_4_Monthlyhistory_Indus_2008-03_r9,0,3740,476023
JRC_GSW1_4_Monthlyhistory_Indus_2009-03_r9,0,63397,408484
JRC_GSW1_4_Monthlyhistory_Indus_2010-03_r9,0,52047,423704
JRC_GSW1_4_Monthlyhistory_Indus_2011-03_r9,0,18340,449019
JRC_GSW1_4_Monthlyhistory_Indus_2012-03_r9,0,54086,417460
JRC_GSW1_4_Monthlyhistory_Indus_2013-03_r9,0,48325,423495
JRC_GSW1_4_Monthlyhistory_Indus_2014-03_r9,0,198965,270237
JRC_GSW1_4_Monthlyhistory_Indus_2015-03_r9,0,138944,336289
JRC_GSW1_4_Monthlyhistory_Indus_2016-03_r9,0,2236,459903
JRC_GSW1_4_Monthlyhistory_Indus_2017-03_r9,0,5069,462120
JRC_GSW1_4_Monthlyhistory_Indus_2018-03_r9,0,0,477744
JRC_GSW1_4_Monthlyhistory_Indus_2019-03_r9,0,0,470970
JRC_GSW1_4_Monthlyhistory_Indus_2020-03_r9,0,14686,452913
JRC_GSW1_4_Monthlyhistory_Indus_2021-03_r9,0,453,476969
