Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-03_r2,0,106305,367470
JRC_GSW1_4_Monthlyhistory_Indus_2000-03_r2,0,7890,469540
JRC_GSW1_4_Monthlyhistory_Indus_2001-03_r2,0,6799,475417
JRC_GSW1_4_Monthlyhistory_Indus_2002-03_r2,0,369,480364
JRC_GSW1_4_Monthlyhistory_Indus_2003-03_r2,0,14108,459701
JRC_GSW1_4_Monthlyhistory_Indus_2004-03_r2,0,14991,469067
JRC_GSW1_4_Monthlyhistory_Indus_2005-03_r2,0,7521,461261
JRC_GSW1_4_Monthlyhistory_Indus_2006-03_r2,0,111121,366292
JRC_GSW1_4_Monthlyhistory_Indus_2007-03_r2,0,44012,429540
JRC_GSW1_4_Monthlyhistory_Indus_2008-03_r2,0,722,476495
JRC_GSW1_4_Monthlyhistory_Indus_2009-03_r2,0,6947,471462
JRC_GSW1_4_Monthlyhistory_Indus_2010-03_r2,0,10188,464178
JRC_GSW1_4_Monthlyhistory_Indus_2011-03_r2,0,28390,443554
JRC_GSW1_4_Monthlyhistory_Indus_2012-03_r2,0,7526,466054
JRC_GSW1_4_Monthlyhistory_Indus_2013-03_r2,0,19002,448703
JRC_GSW1_4_Monthlyhistory_Indus_2014-03_r2,0,95665,380326
JRC_GSW1_4_Monthlyhistory_Indus_2015-03_r2,0,427446,66158
JRC_GSW1_4_Monthlyhistory_Indus_2016-03_r2,0,654,467762
JRC_GSW1_4_Monthlyhistory_Indus_2017-03_r2,0,3288,469222
JRC_GSW1_4_Monthlyhistory_Indus_2018-03_r2,0,2385,477136
JRC_GSW1_4_Monthlyhistory_Indus_2019-03_r2,0,391,472470
JRC_GSW1_4_Monthlyhistory_Indus_2020-03_r2,0,219771,258627
JRC_GSW1_4_Monthlyhistory_Indus_2021-03_r2,0,340,474888
