Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-03_r5,0,335952,148601
JRC_GSW1_4_Monthlyhistory_Indus_2000-03_r5,0,12063,457088
JRC_GSW1_4_Monthlyhistory_Indus_2001-03_r5,0,10799,466973
JRC_GSW1_4_Monthlyhistory_Indus_2002-03_r5,0,97660,384919
JRC_GSW1_4_Monthlyhistory_Indus_2003-03_r5,0,46396,425987
JRC_GSW1_4_Monthlyhistory_Indus_2004-03_r5,0,11139,468285
JRC_GSW1_4_Monthlyhistory_Indus_2005-03_r5,0,15263,446565
JRC_GSW1_4_Monthlyhistory_Indus_2006-03_r5,0,121209,354432
JRC_GSW1_4_Monthlyhistory_Indus_2007-03_r5,0,45035,421722
JRC_GSW1_4_Monthlyhistory_Indus_2008-03_r5,0,735,472117
JRC_GSW1_4_Monthlyhistory_Indus_2009-03_r5,0,48822,423749
JRC_GSW1_4_Monthlyhistory_Indus_2010-03_r5,0,23395,446874
JRC_GSW1_4_Monthlyhistory_Indus_2011-03_r5,0,10960,455806
JRC_GSW1_4_Monthlyhistory_Indus_2012-03_r5,0,8320,463909
JRC_GSW1_4_Monthlyhistory_Indus_2013-03_r5,0,13698,448440
JRC_GSW1_4_Monthlyhistory_Indus_2014-03_r5,0,433512,44773
JRC_GSW1_4_Monthlyhistory_Indus_2015-03_r5,0,497131,689
JRC_GSW1_4_Monthlyhistory_Indus_2016-03_r5,0,2891,452006
JRC_GSW1_4_Monthlyhistory_Indus_2017-03_r5,0,5113,462810
JRC_GSW1_4_Monthlyhistory_Indus_2018-03_r5,0,65,476314
JRC_GSW1_4_Monthlyhistory_Indus_2019-03_r5,0,2571,465670
JRC_GSW1_4_Monthlyhistory_Indus_2020-03_r5,0,49626,416160
JRC_GSW1_4_Monthlyhistory_Indus_2021-03_r5,0,372,475435
