Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-03_r3,0,399550,84392
JRC_GSW1_4_Monthlyhistory_Indus_2000-03_r3,0,10273,464470
JRC_GSW1_4_Monthlyhistory_Indus_2001-03_r3,0,8647,470168
JRC_GSW1_4_Monthlyhistory_Indus_2002-03_r3,0,260,477234
JRC_GSW1_4_Monthlyhistory_Indus_2003-03_r3,0,21439,451030
JRC_GSW1_4_Monthlyhistory_Indus_2004-03_r3,0,6730,473189
JRC_GSW1_4_Monthlyhistory_Indus_2005-03_r3,0,8616,452661
JRC_GSW1_4_Monthlyhistory_Indus_2006-03_r3,0,40532,428186
JRC_GSW1_4_Monthlyhistory_Indus_2007-03_r3,0,29703,436368
JRC_GSW1_4_Monthlyhistory_Indus_2008-03_r3,0,237,471484
JRC_GSW1_4_Monthlyhistory_Indus_2009-03_r3,0,11793,460824
JRC_GSW1_4_Monthlyhistory_Indus_2010-03_r3,0,15694,452102
JRC_GSW1_4_Monthlyhistory_Indus_2011-03_r3,0,31151,434745
JRC_GSW1_4_Monthlyhistory_Indus_2012-03_r3,0,18663,448019
JRC_GSW1_4_Monthlyhistory_Indus_2013-03_r3,0,11977,449541
JRC_GSW1_4_Monthlyhistory_Indus_2014-03_r3,0,321158,157567
JRC_GSW1_4_Monthlyhistory_Indus_2015-03_r3,0,376066,98441
JRC_GSW1_4_Monthlyhistory_Indus_2016-03_r3,0,757,463091
JRC_GSW1_4_Monthlyhistory_Indus_2017-03_r3,0,1505,468791
JRC_GSW1_4_Monthlyhistory_Indus_2018-03_r3,0,48,475216
JRC_GSW1_4_Monthlyhistory_Indus_2019-03_r3,0,510,468809
JRC_GSW1_4_Monthlyhistory_Indus_2020-03_r3,0,347675,142397
JRC_GSW1_4_Monthlyhistory_Indus_2021-03_r3,0,209,476457
