Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-03_r12,0,11393,455543
JRC_GSW1_4_Monthlyhistory_Indus_2000-03_r12,0,6685,467172
JRC_GSW1_4_Monthlyhistory_Indus_2001-03_r12,0,12245,468775
JRC_GSW1_4_Monthlyhistory_Indus_2002-03_r12,0,496655,3333
JRC_GSW1_4_Monthlyhistory_Indus_2003-03_r12,0,38382,443551
JRC_GSW1_4_Monthlyhistory_Indus_2004-03_r12,0,4189,473810
JRC_GSW1_4_Monthlyhistory_Indus_2005-03_r12,0,3356,462579
JRC_GSW1_4_Monthlyhistory_Indus_2006-03_r12,0,92792,386798
JRC_GSW1_4_Monthlyhistory_Indus_2007-03_r12,0,60148,415173
JRC_GSW1_4_Monthlyhistory_Indus_2008-03_r12,0,11768,469101
JRC_GSW1_4_Monthlyhistory_Indus_2009-03_r12,0,1035,468559
JRC_GSW1_4_Monthlyhistory_Indus_2010-03_r12,0,5,471874
JRC_GSW1_4_Monthlyhistory_Indus_2011-03_r12,0,106314,371244
JRC_GSW1_4_Monthlyhistory_Indus_2012-03_r12,0,20493,454183
JRC_GSW1_4_Monthlyhistory_Indus_2013-03_r12,0,75480,398018
JRC_GSW1_4_Monthlyhistory_Indus_2014-03_r12,0,90848,378097
JRC_GSW1_4_Monthlyhistory_Indus_2015-03_r12,0,8459,457632
JRC_GSW1_4_Monthlyhistory_Indus_2016-03_r12,0,48,453283
JRC_GSW1_4_Monthlyhistory_Indus_2017-03_r12,0,9,467284
JRC_GSW1_4_Monthlyhistory_Indus_2018-03_r12,0,1,475196
JRC_GSW1_4_Monthlyhistory_Indus_2019-03_r12,0,1,470113
JRC_GSW1_4_Monthlyhistory_Indus_2020-03_r12,0,8850,454260
JRC_GSW1_4_Monthlyhistory_Indus_2021-03_r12,0,751,470003
