Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-04_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-04_r3,0,92,490982
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-04_r3,0,19,492930
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-04_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-04_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-04_r3,0,5,492633
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-04_r3,0,4442,488492
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-04_r3,0,0,490223
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-04_r3,0,1,488905
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-04_r3,0,0,492604
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-04_r3,0,0,489823
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-04_r3,0,0,491025
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-04_r3,0,30735,462474
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-04_r3,0,50030,445118
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-04_r3,0,0,486570
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-04_r3,0,0,488594
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-04_r3,0,0,484352
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-04_r3,0,0,490785
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-04_r3,0,0,488583
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-04_r3,0,0,489817
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-04_r3,0,0,485127
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-04_r3,0,0,485268
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-04_r3,0,0,491647
