Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-04_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-04_r6,0,403186,95272
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-04_r6,0,1528,495174
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-04_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-04_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-04_r6,0,138,494225
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-04_r6,0,138,493411
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-04_r6,0,141,493610
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-04_r6,0,138,489456
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-04_r6,0,138,493291
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-04_r6,0,138,491625
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-04_r6,0,138,490390
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-04_r6,0,439836,59230
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-04_r6,0,78447,412347
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-04_r6,0,9843,478543
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-04_r6,0,138,490319
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-04_r6,0,30624,455424
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-04_r6,0,138,489496
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-04_r6,0,138,487483
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-04_r6,0,138,491283
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-04_r6,0,138,485477
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-04_r6,0,140,486273
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-04_r6,0,138,492027
