Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-04_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-04_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-04_r7,0,1828,495692
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-04_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-04_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-04_r7,0,68,494953
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-04_r7,0,0,493963
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-04_r7,0,503,493663
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-04_r7,0,0,491107
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-04_r7,0,0,493551
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-04_r7,0,0,490421
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-04_r7,0,0,489601
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-04_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-04_r7,0,22069,467366
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-04_r7,0,8016,479292
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-04_r7,0,0,489622
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-04_r7,0,31356,455795
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-04_r7,0,0,489628
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-04_r7,0,0,487757
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-04_r7,0,0,490718
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-04_r7,0,0,485611
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-04_r7,0,3,487250
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-04_r7,0,0,492018
