Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-04_r9,0,31640,463620
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-04_r9,0,31468,455929
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-04_r9,0,0,493979
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-04_r9,0,55220,437481
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-04_r9,0,50012,444746
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-04_r9,0,3750,489878
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-04_r9,0,1588,491955
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-04_r9,0,2667,491557
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-04_r9,0,5,488382
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-04_r9,0,0,492639
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-04_r9,0,0,490533
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-04_r9,0,0,486139
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-04_r9,0,211424,283809
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-04_r9,0,65037,423104
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-04_r9,0,0,485064
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-04_r9,0,0,489903
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-04_r9,0,99,480764
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-04_r9,0,0,487207
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-04_r9,0,0,483848
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-04_r9,0,0,489616
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-04_r9,0,0,479475
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-04_r9,0,0,484692
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-04_r9,0,0,491988
