Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-04_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-04_r2,0,89,489301
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-04_r2,0,2,491060
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-04_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-04_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-04_r2,0,1,492619
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-04_r2,0,31273,462191
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-04_r2,0,0,490866
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-04_r2,0,5,489053
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-04_r2,0,0,491137
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-04_r2,0,0,489583
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-04_r2,0,0,490784
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-04_r2,0,64117,428331
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-04_r2,0,60073,434001
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-04_r2,0,0,486821
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-04_r2,0,0,487806
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-04_r2,0,0,483842
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-04_r2,0,0,490208
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-04_r2,0,0,488736
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-04_r2,0,0,489764
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-04_r2,0,141,485816
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-04_r2,0,0,482658
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-04_r2,0,1,489047
