Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-04_r10,0,0,493067
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-04_r10,0,56,485380
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-04_r10,0,302879,193054
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-04_r10,0,4671,485266
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-04_r10,0,0,491808
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-04_r10,0,93166,401628
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-04_r10,0,85938,407989
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-04_r10,0,93471,400891
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-04_r10,0,8550,474603
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-04_r10,0,163,490431
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-04_r10,0,0,488883
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-04_r10,0,0,478908
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-04_r10,0,313384,183768
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-04_r10,0,23145,461513
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-04_r10,0,0,480995
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-04_r10,0,0,487626
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-04_r10,0,0,475405
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-04_r10,0,0,484587
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-04_r10,0,0,480999
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-04_r10,0,0,488533
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-04_r10,0,0,474865
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-04_r10,0,0,482631
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-04_r10,0,0,489970
