Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-04_r1,0,546,464456
JRC_GSW1_4_Monthlyhistory_Indus_2000-04_r1,0,545,474600
JRC_GSW1_4_Monthlyhistory_Indus_2001-04_r1,0,545,481415
JRC_GSW1_4_Monthlyhistory_Indus_2002-04_r1,0,14135,458915
JRC_GSW1_4_Monthlyhistory_Indus_2003-04_r1,0,558,462403
JRC_GSW1_4_Monthlyhistory_Indus_2004-04_r1,0,50105,425159
JRC_GSW1_4_Monthlyhistory_Indus_2005-04_r1,0,50475,425285
JRC_GSW1_4_Monthlyhistory_Indus_2006-04_r1,0,52973,427114
JRC_GSW1_4_Monthlyhistory_Indus_2007-04_r1,0,54510,414850
JRC_GSW1_4_Monthlyhistory_Indus_2008-04_r1,0,27727,445911
JRC_GSW1_4_Monthlyhistory_Indus_2009-04_r1,0,652,471679
JRC_GSW1_4_Monthlyhistory_Indus_2010-04_r1,0,549,472853
JRC_GSW1_4_Monthlyhistory_Indus_2011-04_r1,0,545,468750
JRC_GSW1_4_Monthlyhistory_Indus_2012-04_r1,0,55272,423352
JRC_GSW1_4_Monthlyhistory_Indus_2013-04_r1,0,545,466465
JRC_GSW1_4_Monthlyhistory_Indus_2014-04_r1,0,659,465462
JRC_GSW1_4_Monthlyhistory_Indus_2015-04_r1,0,545,466798
JRC_GSW1_4_Monthlyhistory_Indus_2016-04_r1,0,545,460868
JRC_GSW1_4_Monthlyhistory_Indus_2017-04_r1,0,545,471544
JRC_GSW1_4_Monthlyhistory_Indus_2018-04_r1,0,545,472966
JRC_GSW1_4_Monthlyhistory_Indus_2019-04_r1,0,9620,457983
JRC_GSW1_4_Monthlyhistory_Indus_2020-04_r1,0,428443,54218
JRC_GSW1_4_Monthlyhistory_Indus_2021-04_r1,0,52956,421236
