Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-04_r12,0,1,463612
JRC_GSW1_4_Monthlyhistory_Indus_2000-04_r12,0,1,470390
JRC_GSW1_4_Monthlyhistory_Indus_2001-04_r12,0,64,483970
JRC_GSW1_4_Monthlyhistory_Indus_2002-04_r12,0,254448,230435
JRC_GSW1_4_Monthlyhistory_Indus_2003-04_r12,0,1,470666
JRC_GSW1_4_Monthlyhistory_Indus_2004-04_r12,0,53837,425647
JRC_GSW1_4_Monthlyhistory_Indus_2005-04_r12,0,81251,390149
JRC_GSW1_4_Monthlyhistory_Indus_2006-04_r12,0,361959,129371
JRC_GSW1_4_Monthlyhistory_Indus_2007-04_r12,0,74148,396116
JRC_GSW1_4_Monthlyhistory_Indus_2008-04_r12,0,4275,471538
JRC_GSW1_4_Monthlyhistory_Indus_2009-04_r12,0,1,468743
JRC_GSW1_4_Monthlyhistory_Indus_2010-04_r12,0,1,471078
JRC_GSW1_4_Monthlyhistory_Indus_2011-04_r12,0,1,463683
JRC_GSW1_4_Monthlyhistory_Indus_2012-04_r12,0,441938,53286
JRC_GSW1_4_Monthlyhistory_Indus_2013-04_r12,0,1,464483
JRC_GSW1_4_Monthlyhistory_Indus_2014-04_r12,0,1709,461775
JRC_GSW1_4_Monthlyhistory_Indus_2015-04_r12,0,1,457429
JRC_GSW1_4_Monthlyhistory_Indus_2016-04_r12,0,1,452024
JRC_GSW1_4_Monthlyhistory_Indus_2017-04_r12,0,1,461369
JRC_GSW1_4_Monthlyhistory_Indus_2018-04_r12,0,1,470611
JRC_GSW1_4_Monthlyhistory_Indus_2019-04_r12,0,10592,450281
JRC_GSW1_4_Monthlyhistory_Indus_2020-04_r12,0,36,456909
JRC_GSW1_4_Monthlyhistory_Indus_2021-04_r12,0,3,465746
