Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-04_r4,0,5,456102
JRC_GSW1_4_Monthlyhistory_Indus_2000-04_r4,0,1,464221
JRC_GSW1_4_Monthlyhistory_Indus_2001-04_r4,0,0,476168
JRC_GSW1_4_Monthlyhistory_Indus_2002-04_r4,0,0,462851
JRC_GSW1_4_Monthlyhistory_Indus_2003-04_r4,0,15,451104
JRC_GSW1_4_Monthlyhistory_Indus_2004-04_r4,0,14116,452359
JRC_GSW1_4_Monthlyhistory_Indus_2005-04_r4,0,16925,444901
JRC_GSW1_4_Monthlyhistory_Indus_2006-04_r4,0,16359,452623
JRC_GSW1_4_Monthlyhistory_Indus_2007-04_r4,0,8343,449375
JRC_GSW1_4_Monthlyhistory_Indus_2008-04_r4,0,4282,456439
JRC_GSW1_4_Monthlyhistory_Indus_2009-04_r4,0,8,461315
JRC_GSW1_4_Monthlyhistory_Indus_2010-04_r4,0,0,465722
JRC_GSW1_4_Monthlyhistory_Indus_2011-04_r4,0,60,462224
JRC_GSW1_4_Monthlyhistory_Indus_2012-04_r4,0,87101,390721
JRC_GSW1_4_Monthlyhistory_Indus_2013-04_r4,0,0,458228
JRC_GSW1_4_Monthlyhistory_Indus_2014-04_r4,0,0,457448
JRC_GSW1_4_Monthlyhistory_Indus_2015-04_r4,0,0,456879
JRC_GSW1_4_Monthlyhistory_Indus_2016-04_r4,0,0,449421
JRC_GSW1_4_Monthlyhistory_Indus_2017-04_r4,0,0,464428
JRC_GSW1_4_Monthlyhistory_Indus_2018-04_r4,0,0,465616
JRC_GSW1_4_Monthlyhistory_Indus_2019-04_r4,0,7076,447574
JRC_GSW1_4_Monthlyhistory_Indus_2020-04_r4,0,30399,428782
JRC_GSW1_4_Monthlyhistory_Indus_2021-04_r4,0,3210,465242
