Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-04_r2,0,152,461694
JRC_GSW1_4_Monthlyhistory_Indus_2000-04_r2,0,151,469045
JRC_GSW1_4_Monthlyhistory_Indus_2001-04_r2,0,151,480873
JRC_GSW1_4_Monthlyhistory_Indus_2002-04_r2,0,4773,465540
JRC_GSW1_4_Monthlyhistory_Indus_2003-04_r2,0,171,457668
JRC_GSW1_4_Monthlyhistory_Indus_2004-04_r2,0,23887,446166
JRC_GSW1_4_Monthlyhistory_Indus_2005-04_r2,0,23933,445289
JRC_GSW1_4_Monthlyhistory_Indus_2006-04_r2,0,25632,450890
JRC_GSW1_4_Monthlyhistory_Indus_2007-04_r2,0,25759,437615
JRC_GSW1_4_Monthlyhistory_Indus_2008-04_r2,0,6884,462552
JRC_GSW1_4_Monthlyhistory_Indus_2009-04_r2,0,295,469361
JRC_GSW1_4_Monthlyhistory_Indus_2010-04_r2,0,151,472061
JRC_GSW1_4_Monthlyhistory_Indus_2011-04_r2,0,264,467357
JRC_GSW1_4_Monthlyhistory_Indus_2012-04_r2,0,60974,418357
JRC_GSW1_4_Monthlyhistory_Indus_2013-04_r2,0,151,464696
JRC_GSW1_4_Monthlyhistory_Indus_2014-04_r2,0,155,464722
JRC_GSW1_4_Monthlyhistory_Indus_2015-04_r2,0,151,465243
JRC_GSW1_4_Monthlyhistory_Indus_2016-04_r2,0,151,457749
JRC_GSW1_4_Monthlyhistory_Indus_2017-04_r2,0,151,468331
JRC_GSW1_4_Monthlyhistory_Indus_2018-04_r2,0,151,469979
JRC_GSW1_4_Monthlyhistory_Indus_2019-04_r2,0,14069,448568
JRC_GSW1_4_Monthlyhistory_Indus_2020-04_r2,0,425010,57091
JRC_GSW1_4_Monthlyhistory_Indus_2021-04_r2,0,29197,440317
