Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r8,0,219,475940
JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r8,0,1552,479642
JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r8,0,32278,448771
JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r8,0,32802,448596
JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r8,0,0,480683
JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r8,0,0,476143
JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r8,0,307,480207
JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r8,0,0,477363
JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r8,0,0,480613
JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r8,0,142,476069
JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r8,0,0,476786
JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r8,0,0,474058
JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r8,0,865,476061
JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r8,0,0,480674
JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r8,0,0,475179
JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r8,0,0,480233
JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r8,0,0,476766
JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r8,0,0,472705
JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r8,0,0,479831
