Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-04_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-04_r7,0,396306,97283
JRC_GSW1_4_Monthlyhistory_Ganges_2001-04_r7,0,408651,85006
JRC_GSW1_4_Monthlyhistory_Ganges_2002-04_r7,0,4748,464408
JRC_GSW1_4_Monthlyhistory_Ganges_2003-04_r7,0,17062,457708
JRC_GSW1_4_Monthlyhistory_Ganges_2004-04_r7,0,71306,407804
JRC_GSW1_4_Monthlyhistory_Ganges_2005-04_r7,0,70780,408030
JRC_GSW1_4_Monthlyhistory_Ganges_2006-04_r7,0,0,476897
JRC_GSW1_4_Monthlyhistory_Ganges_2007-04_r7,0,0,474086
JRC_GSW1_4_Monthlyhistory_Ganges_2008-04_r7,0,615,476786
JRC_GSW1_4_Monthlyhistory_Ganges_2009-04_r7,0,0,472130
JRC_GSW1_4_Monthlyhistory_Ganges_2010-04_r7,0,0,476279
JRC_GSW1_4_Monthlyhistory_Ganges_2011-04_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2012-04_r7,0,14730,459922
JRC_GSW1_4_Monthlyhistory_Ganges_2013-04_r7,0,4,474878
JRC_GSW1_4_Monthlyhistory_Ganges_2014-04_r7,0,0,470188
JRC_GSW1_4_Monthlyhistory_Ganges_2015-04_r7,0,11857,464801
JRC_GSW1_4_Monthlyhistory_Ganges_2016-04_r7,0,0,477873
JRC_GSW1_4_Monthlyhistory_Ganges_2017-04_r7,0,0,473481
JRC_GSW1_4_Monthlyhistory_Ganges_2018-04_r7,0,0,476591
JRC_GSW1_4_Monthlyhistory_Ganges_2019-04_r7,0,2,472691
JRC_GSW1_4_Monthlyhistory_Ganges_2020-04_r7,0,0,468923
JRC_GSW1_4_Monthlyhistory_Ganges_2021-04_r7,0,0,478055
