Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-02_r1,0,3868,464466
JRC_GSW1_4_Monthlyhistory_Indus_2000-02_r1,0,5749,470285
JRC_GSW1_4_Monthlyhistory_Indus_2001-02_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2002-02_r1,0,402187,89539
JRC_GSW1_4_Monthlyhistory_Indus_2003-02_r1,0,183434,301827
JRC_GSW1_4_Monthlyhistory_Indus_2004-02_r1,0,64548,415277
JRC_GSW1_4_Monthlyhistory_Indus_2005-02_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2006-02_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2007-02_r1,0,31854,444449
JRC_GSW1_4_Monthlyhistory_Indus_2008-02_r1,0,42841,436334
JRC_GSW1_4_Monthlyhistory_Indus_2009-02_r1,0,8869,469589
JRC_GSW1_4_Monthlyhistory_Indus_2010-02_r1,0,3269,474364
JRC_GSW1_4_Monthlyhistory_Indus_2011-02_r1,0,484473,4331
JRC_GSW1_4_Monthlyhistory_Indus_2012-02_r1,0,58028,416601
JRC_GSW1_4_Monthlyhistory_Indus_2013-02_r1,0,79696,393534
JRC_GSW1_4_Monthlyhistory_Indus_2014-02_r1,0,3421,468016
JRC_GSW1_4_Monthlyhistory_Indus_2015-02_r1,0,499977,23
JRC_GSW1_4_Monthlyhistory_Indus_2016-02_r1,0,1327,465742
JRC_GSW1_4_Monthlyhistory_Indus_2017-02_r1,0,1836,469371
JRC_GSW1_4_Monthlyhistory_Indus_2018-02_r1,0,3739,473731
JRC_GSW1_4_Monthlyhistory_Indus_2019-02_r1,0,2849,474038
JRC_GSW1_4_Monthlyhistory_Indus_2020-02_r1,0,16701,453277
JRC_GSW1_4_Monthlyhistory_Indus_2021-02_r1,0,102957,368647
