Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-02_r2,0,4180,461459
JRC_GSW1_4_Monthlyhistory_Indus_2000-02_r2,0,6945,464939
JRC_GSW1_4_Monthlyhistory_Indus_2001-02_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2002-02_r2,0,389319,101874
JRC_GSW1_4_Monthlyhistory_Indus_2003-02_r2,0,73814,407748
JRC_GSW1_4_Monthlyhistory_Indus_2004-02_r2,0,41539,433427
JRC_GSW1_4_Monthlyhistory_Indus_2005-02_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2006-02_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2007-02_r2,0,24953,447183
JRC_GSW1_4_Monthlyhistory_Indus_2008-02_r2,0,40371,437599
JRC_GSW1_4_Monthlyhistory_Indus_2009-02_r2,0,9939,467602
JRC_GSW1_4_Monthlyhistory_Indus_2010-02_r2,0,3433,472995
JRC_GSW1_4_Monthlyhistory_Indus_2011-02_r2,0,495866,1065
JRC_GSW1_4_Monthlyhistory_Indus_2012-02_r2,0,32589,438281
JRC_GSW1_4_Monthlyhistory_Indus_2013-02_r2,0,59295,408612
JRC_GSW1_4_Monthlyhistory_Indus_2014-02_r2,0,3185,467833
JRC_GSW1_4_Monthlyhistory_Indus_2015-02_r2,0,499986,14
JRC_GSW1_4_Monthlyhistory_Indus_2016-02_r2,0,817,463813
JRC_GSW1_4_Monthlyhistory_Indus_2017-02_r2,0,1475,465955
JRC_GSW1_4_Monthlyhistory_Indus_2018-02_r2,0,3858,471714
JRC_GSW1_4_Monthlyhistory_Indus_2019-02_r2,0,2645,469151
JRC_GSW1_4_Monthlyhistory_Indus_2020-02_r2,0,7306,458963
JRC_GSW1_4_Monthlyhistory_Indus_2021-02_r2,0,92588,375240
