Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-02_r5,0,5837,451587
JRC_GSW1_4_Monthlyhistory_Indus_2000-02_r5,0,8450,456774
JRC_GSW1_4_Monthlyhistory_Indus_2001-02_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2002-02_r5,0,29694,448292
JRC_GSW1_4_Monthlyhistory_Indus_2003-02_r5,0,254139,223468
JRC_GSW1_4_Monthlyhistory_Indus_2004-02_r5,0,122004,356894
JRC_GSW1_4_Monthlyhistory_Indus_2005-02_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2006-02_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2007-02_r5,0,31947,442841
JRC_GSW1_4_Monthlyhistory_Indus_2008-02_r5,0,119914,352976
JRC_GSW1_4_Monthlyhistory_Indus_2009-02_r5,0,24064,448787
JRC_GSW1_4_Monthlyhistory_Indus_2010-02_r5,0,8984,461880
JRC_GSW1_4_Monthlyhistory_Indus_2011-02_r5,0,448688,36990
JRC_GSW1_4_Monthlyhistory_Indus_2012-02_r5,0,29412,437712
JRC_GSW1_4_Monthlyhistory_Indus_2013-02_r5,0,119358,342111
JRC_GSW1_4_Monthlyhistory_Indus_2014-02_r5,0,10091,453053
JRC_GSW1_4_Monthlyhistory_Indus_2015-02_r5,0,499957,43
JRC_GSW1_4_Monthlyhistory_Indus_2016-02_r5,0,2489,445585
JRC_GSW1_4_Monthlyhistory_Indus_2017-02_r5,0,5699,458416
JRC_GSW1_4_Monthlyhistory_Indus_2018-02_r5,0,8068,464853
JRC_GSW1_4_Monthlyhistory_Indus_2019-02_r5,0,10785,454879
JRC_GSW1_4_Monthlyhistory_Indus_2020-02_r5,0,12685,452877
JRC_GSW1_4_Monthlyhistory_Indus_2021-02_r5,0,146201,317474
