Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-02_r7,0,8415,453878
JRC_GSW1_4_Monthlyhistory_Indus_2000-02_r7,0,8833,461652
JRC_GSW1_4_Monthlyhistory_Indus_2001-02_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2002-02_r7,0,35368,442988
JRC_GSW1_4_Monthlyhistory_Indus_2003-02_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2004-02_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2005-02_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2006-02_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2007-02_r7,0,66151,413279
JRC_GSW1_4_Monthlyhistory_Indus_2008-02_r7,0,100428,374940
JRC_GSW1_4_Monthlyhistory_Indus_2009-02_r7,0,49012,427412
JRC_GSW1_4_Monthlyhistory_Indus_2010-02_r7,0,8660,463583
JRC_GSW1_4_Monthlyhistory_Indus_2011-02_r7,0,400168,73031
JRC_GSW1_4_Monthlyhistory_Indus_2012-02_r7,0,62109,408482
JRC_GSW1_4_Monthlyhistory_Indus_2013-02_r7,0,125965,344421
JRC_GSW1_4_Monthlyhistory_Indus_2014-02_r7,0,9102,457584
JRC_GSW1_4_Monthlyhistory_Indus_2015-02_r7,0,496357,1771
JRC_GSW1_4_Monthlyhistory_Indus_2016-02_r7,0,3014,452548
JRC_GSW1_4_Monthlyhistory_Indus_2017-02_r7,0,4637,461540
JRC_GSW1_4_Monthlyhistory_Indus_2018-02_r7,0,8752,465110
JRC_GSW1_4_Monthlyhistory_Indus_2019-02_r7,0,10668,457162
JRC_GSW1_4_Monthlyhistory_Indus_2020-02_r7,0,11608,454183
JRC_GSW1_4_Monthlyhistory_Indus_2021-02_r7,0,92416,372767
