Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-02_r6,0,8067,449758
JRC_GSW1_4_Monthlyhistory_Indus_2000-02_r6,0,7702,462785
JRC_GSW1_4_Monthlyhistory_Indus_2001-02_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2002-02_r6,0,35878,441522
JRC_GSW1_4_Monthlyhistory_Indus_2003-02_r6,0,426796,62550
JRC_GSW1_4_Monthlyhistory_Indus_2004-02_r6,0,323583,166480
JRC_GSW1_4_Monthlyhistory_Indus_2005-02_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2006-02_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2007-02_r6,0,44467,432629
JRC_GSW1_4_Monthlyhistory_Indus_2008-02_r6,0,131009,342185
JRC_GSW1_4_Monthlyhistory_Indus_2009-02_r6,0,31877,440751
JRC_GSW1_4_Monthlyhistory_Indus_2010-02_r6,0,10572,458503
JRC_GSW1_4_Monthlyhistory_Indus_2011-02_r6,0,387771,94486
JRC_GSW1_4_Monthlyhistory_Indus_2012-02_r6,0,42886,425458
JRC_GSW1_4_Monthlyhistory_Indus_2013-02_r6,0,96301,368753
JRC_GSW1_4_Monthlyhistory_Indus_2014-02_r6,0,10807,452031
JRC_GSW1_4_Monthlyhistory_Indus_2015-02_r6,0,499953,46
JRC_GSW1_4_Monthlyhistory_Indus_2016-02_r6,0,2626,445638
JRC_GSW1_4_Monthlyhistory_Indus_2017-02_r6,0,6148,458062
JRC_GSW1_4_Monthlyhistory_Indus_2018-02_r6,0,9302,462857
JRC_GSW1_4_Monthlyhistory_Indus_2019-02_r6,0,12659,453218
JRC_GSW1_4_Monthlyhistory_Indus_2020-02_r6,0,13040,452764
JRC_GSW1_4_Monthlyhistory_Indus_2021-02_r6,0,84900,377907
