Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-03_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-03_r1,0,91002,399017
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-03_r1,0,103645,389223
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-03_r1,0,120375,372143
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-03_r1,0,5591,482285
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-03_r1,0,991,487119
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-03_r1,0,17677,471790
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-03_r1,0,1923,487205
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-03_r1,0,93,486286
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-03_r1,0,938,488654
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-03_r1,0,103,486744
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-03_r1,0,31973,459652
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-03_r1,0,169,488926
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-03_r1,0,20077,471874
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-03_r1,0,34949,453076
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-03_r1,0,93,485013
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-03_r1,0,101,482739
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-03_r1,0,93,490406
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-03_r1,0,93,490320
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-03_r1,0,93,489190
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-03_r1,0,93,487097
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-03_r1,0,144,478826
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-03_r1,0,107,485775
