Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-03_r9,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-03_r9,0,570,492640
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-03_r9,0,53518,441759
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-03_r9,0,7168,486967
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-03_r9,0,335,494207
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-03_r9,0,2,493226
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-03_r9,0,39,492254
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-03_r9,0,169,493227
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-03_r9,0,1170,488347
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-03_r9,0,46150,448359
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-03_r9,0,141,490671
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-03_r9,0,0,490354
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-03_r9,0,488,491202
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-03_r9,0,1339,491343
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-03_r9,0,17703,470215
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-03_r9,0,19,484719
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-03_r9,0,0,482133
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-03_r9,0,0,491380
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-03_r9,0,0,490278
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-03_r9,0,0,490812
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-03_r9,0,0,487866
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-03_r9,0,3,483800
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-03_r9,0,3,492371
