Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-03_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-03_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-03_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-03_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-03_r3,0,5456,486366
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-03_r3,0,3,492706
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-03_r3,0,9617,481363
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-03_r3,0,745,490422
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-03_r3,0,0,487553
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-03_r3,0,309,493924
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-03_r3,0,5,489534
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-03_r3,0,32247,461781
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-03_r3,0,9,490990
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-03_r3,0,913,493135
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-03_r3,0,28971,459428
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-03_r3,0,7,487218
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-03_r3,0,25,483963
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-03_r3,0,3,492145
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-03_r3,0,0,492514
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-03_r3,0,0,491909
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-03_r3,0,0,490236
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-03_r3,0,143,485139
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-03_r3,0,47,490507
