Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-03_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-03_r7,0,349,492775
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-03_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-03_r7,0,1250,493029
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-03_r7,0,683,493983
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-03_r7,0,0,493370
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-03_r7,0,45,492575
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-03_r7,0,4749,488045
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-03_r7,0,246,489608
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-03_r7,0,28483,465649
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-03_r7,0,35,490512
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-03_r7,0,0,491080
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-03_r7,0,468,492183
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-03_r7,0,1174,492463
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-03_r7,0,29594,461682
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-03_r7,0,310,484865
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-03_r7,0,3516,484039
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-03_r7,0,32,493091
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-03_r7,0,35,493399
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-03_r7,0,0,491652
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-03_r7,0,0,490110
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-03_r7,0,20,487618
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-03_r7,0,0,491653
