Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-03_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-03_r5,0,119640,374675
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-03_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-03_r5,0,98580,395645
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-03_r5,0,822,491187
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-03_r5,0,1,492375
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-03_r5,0,47,491735
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-03_r5,0,23968,469063
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-03_r5,0,13,488013
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-03_r5,0,16093,477149
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-03_r5,0,48,491707
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-03_r5,0,14781,478199
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-03_r5,0,7391,485588
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-03_r5,0,8186,485763
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-03_r5,0,66096,424061
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-03_r5,0,140,486068
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-03_r5,0,351,485583
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-03_r5,0,2,492852
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-03_r5,0,28,492321
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-03_r5,0,0,492059
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-03_r5,0,0,490715
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-03_r5,0,30,487649
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-03_r5,0,0,491218
