Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-01_r12,0,433301,52526
JRC_GSW1_4_Monthlyhistory_Indus_2000-01_r12,0,68817,401622
JRC_GSW1_4_Monthlyhistory_Indus_2001-01_r12,0,18020,458537
JRC_GSW1_4_Monthlyhistory_Indus_2002-01_r12,0,43638,439255
JRC_GSW1_4_Monthlyhistory_Indus_2003-01_r12,0,241700,236670
JRC_GSW1_4_Monthlyhistory_Indus_2004-01_r12,0,120360,359607
JRC_GSW1_4_Monthlyhistory_Indus_2005-01_r12,0,132493,354231
JRC_GSW1_4_Monthlyhistory_Indus_2006-01_r12,0,201898,279267
JRC_GSW1_4_Monthlyhistory_Indus_2007-01_r12,0,366365,115064
JRC_GSW1_4_Monthlyhistory_Indus_2008-01_r12,0,205672,272571
JRC_GSW1_4_Monthlyhistory_Indus_2009-01_r12,0,337347,146845
JRC_GSW1_4_Monthlyhistory_Indus_2010-01_r12,0,381729,99580
JRC_GSW1_4_Monthlyhistory_Indus_2011-01_r12,0,20949,449427
JRC_GSW1_4_Monthlyhistory_Indus_2012-01_r12,0,205780,270245
JRC_GSW1_4_Monthlyhistory_Indus_2013-01_r12,0,440936,41878
JRC_GSW1_4_Monthlyhistory_Indus_2014-01_r12,0,8156,462576
JRC_GSW1_4_Monthlyhistory_Indus_2015-01_r12,0,50099,446542
JRC_GSW1_4_Monthlyhistory_Indus_2016-01_r12,0,499897,63
JRC_GSW1_4_Monthlyhistory_Indus_2017-01_r12,0,170122,305786
JRC_GSW1_4_Monthlyhistory_Indus_2018-01_r12,0,49734,426768
JRC_GSW1_4_Monthlyhistory_Indus_2019-01_r12,0,389954,108678
JRC_GSW1_4_Monthlyhistory_Indus_2020-01_r12,0,18343,454632
JRC_GSW1_4_Monthlyhistory_Indus_2021-01_r12,0,91512,385840
