Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-01_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2000-01_r1,0,461321,38597
JRC_GSW1_4_Monthlyhistory_Indus_2001-01_r1,0,460799,39131
JRC_GSW1_4_Monthlyhistory_Indus_2002-01_r1,0,461125,38851
JRC_GSW1_4_Monthlyhistory_Indus_2003-01_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2004-01_r1,0,465738,34262
JRC_GSW1_4_Monthlyhistory_Indus_2005-01_r1,0,460700,39290
JRC_GSW1_4_Monthlyhistory_Indus_2006-01_r1,0,492781,7170
JRC_GSW1_4_Monthlyhistory_Indus_2007-01_r1,0,488844,11156
JRC_GSW1_4_Monthlyhistory_Indus_2008-01_r1,0,462286,37616
JRC_GSW1_4_Monthlyhistory_Indus_2009-01_r1,0,464136,35845
JRC_GSW1_4_Monthlyhistory_Indus_2010-01_r1,0,470937,29040
JRC_GSW1_4_Monthlyhistory_Indus_2011-01_r1,0,460803,39130
JRC_GSW1_4_Monthlyhistory_Indus_2012-01_r1,0,465164,34801
JRC_GSW1_4_Monthlyhistory_Indus_2013-01_r1,0,480673,19243
JRC_GSW1_4_Monthlyhistory_Indus_2014-01_r1,0,460513,39464
JRC_GSW1_4_Monthlyhistory_Indus_2015-01_r1,0,461216,38779
JRC_GSW1_4_Monthlyhistory_Indus_2016-01_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2017-01_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2018-01_r1,0,63301,419249
JRC_GSW1_4_Monthlyhistory_Indus_2019-01_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2020-01_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2021-01_r1,0,100943,376871
