Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-01_r13,0,473562,19828
JRC_GSW1_4_Monthlyhistory_Indus_2000-01_r13,0,95372,381830
JRC_GSW1_4_Monthlyhistory_Indus_2001-01_r13,0,19036,463227
JRC_GSW1_4_Monthlyhistory_Indus_2002-01_r13,0,50143,435986
JRC_GSW1_4_Monthlyhistory_Indus_2003-01_r13,0,239820,242437
JRC_GSW1_4_Monthlyhistory_Indus_2004-01_r13,0,98002,383116
JRC_GSW1_4_Monthlyhistory_Indus_2005-01_r13,0,113613,379014
JRC_GSW1_4_Monthlyhistory_Indus_2006-01_r13,0,177149,305964
JRC_GSW1_4_Monthlyhistory_Indus_2007-01_r13,0,355760,126152
JRC_GSW1_4_Monthlyhistory_Indus_2008-01_r13,0,267062,217766
JRC_GSW1_4_Monthlyhistory_Indus_2009-01_r13,0,329839,155489
JRC_GSW1_4_Monthlyhistory_Indus_2010-01_r13,0,388399,98171
JRC_GSW1_4_Monthlyhistory_Indus_2011-01_r13,0,26505,448847
JRC_GSW1_4_Monthlyhistory_Indus_2012-01_r13,0,200386,278262
JRC_GSW1_4_Monthlyhistory_Indus_2013-01_r13,0,440806,43986
JRC_GSW1_4_Monthlyhistory_Indus_2014-01_r13,0,11601,464585
JRC_GSW1_4_Monthlyhistory_Indus_2015-01_r13,0,39029,449628
JRC_GSW1_4_Monthlyhistory_Indus_2016-01_r13,0,499995,1
JRC_GSW1_4_Monthlyhistory_Indus_2017-01_r13,0,282507,198215
JRC_GSW1_4_Monthlyhistory_Indus_2018-01_r13,0,65948,412480
JRC_GSW1_4_Monthlyhistory_Indus_2019-01_r13,0,271042,221254
JRC_GSW1_4_Monthlyhistory_Indus_2020-01_r13,0,22020,454025
JRC_GSW1_4_Monthlyhistory_Indus_2021-01_r13,0,44737,434960
