Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Indus_1999-01_r7,0,498105,979
JRC_GSW1_4_Monthlyhistory_Indus_2000-01_r7,0,83004,395755
JRC_GSW1_4_Monthlyhistory_Indus_2001-01_r7,0,13394,466690
JRC_GSW1_4_Monthlyhistory_Indus_2002-01_r7,0,28624,456320
JRC_GSW1_4_Monthlyhistory_Indus_2003-01_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Indus_2004-01_r7,0,486177,8947
JRC_GSW1_4_Monthlyhistory_Indus_2005-01_r7,0,88630,395680
JRC_GSW1_4_Monthlyhistory_Indus_2006-01_r7,0,280778,200545
JRC_GSW1_4_Monthlyhistory_Indus_2007-01_r7,0,411825,71468
JRC_GSW1_4_Monthlyhistory_Indus_2008-01_r7,0,79535,400296
JRC_GSW1_4_Monthlyhistory_Indus_2009-01_r7,0,133761,347384
JRC_GSW1_4_Monthlyhistory_Indus_2010-01_r7,0,296923,186045
JRC_GSW1_4_Monthlyhistory_Indus_2011-01_r7,0,27353,447539
JRC_GSW1_4_Monthlyhistory_Indus_2012-01_r7,0,144021,333570
JRC_GSW1_4_Monthlyhistory_Indus_2013-01_r7,0,416733,63605
JRC_GSW1_4_Monthlyhistory_Indus_2014-01_r7,0,10653,464984
JRC_GSW1_4_Monthlyhistory_Indus_2015-01_r7,0,141425,346994
JRC_GSW1_4_Monthlyhistory_Indus_2016-01_r7,0,499999,1
JRC_GSW1_4_Monthlyhistory_Indus_2017-01_r7,0,60562,421591
JRC_GSW1_4_Monthlyhistory_Indus_2018-01_r7,0,269926,213008
JRC_GSW1_4_Monthlyhistory_Indus_2019-01_r7,0,15218,461658
JRC_GSW1_4_Monthlyhistory_Indus_2020-01_r7,0,281404,208504
JRC_GSW1_4_Monthlyhistory_Indus_2021-01_r7,0,320673,160203
