Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.18834533,0.20493925,0.9099815625000001,0.8197109571094494,0.17107983448265954,0.28181611921874616,0.1647201488848739
0.18246259,0.161936,0.926094125,0.6508124137297819,0.6242831918914232,0.6372640463954943,0.46778229897272794
0.17618568,0.1590299,0.9269966875,0.6572867742593198,0.6232546254176079,0.6397962030722686,0.4705204076670617
0.1748864,0.15802188,0.9274371875,0.6785152115456499,0.5747816338016796,0.6223455276893124,0.451929531388768
0.17414401,0.15698013,0.9276415,0.6969609728389534,0.5386392510582265,0.6076380085263327,0.4365814547685438
0.17422788,0.15792495,0.9267585625,0.6972259781497849,0.5223831500288894,0.5972706102300658,0.42601154640087463
0.17277561,0.15486586,0.928369875,0.6876684755192329,0.5709341246528493,0.6238256280816796,0.45342418144569696
0.17414437,0.15449688,0.9287270624999999,0.6892210033674104,0.5735606989553694,0.6260562201289859,0.4557989628639612
0.1762162,0.17042157,0.916789125,0.6790900720936829,0.37646328286090913,0.48423675512079856,0.31968808973273094
0.17443371,0.15488994,0.92853575,0.6992653594688063,0.5494924147076504,0.6153697949374761,0.44460408223149955
0.17252167,0.15516405,0.9282193750000001,0.658096514289961,0.6461511594827551,0.6520085547591401,0.48383438655401423
0.17353876,0.15426682,0.9290866875,0.6949087569328956,0.567356862038525,0.6246778874608314,0.454382389762223
0.17186332,0.15626296,0.9293329375,0.6765372817748327,0.6147300942494536,0.6441184787859788,0.4751934190892428
0.1700577,0.15171686,0.929876125,0.6805347582926551,0.6144427736810012,0.6457856174403407,0.4770446183909368
0.17033276,0.1548143,0.928478375,0.7380017698246344,0.48375836196212624,0.5844187313994693,0.4130985904553043
0.16923676,0.15613396,0.928264375,0.7287384404690986,0.49375414733164635,0.588601372415913,0.41742667550314155
0.17019147,0.15743162,0.92700575,0.6290337204144087,0.7280839178085676,0.6749167733278476,0.5095097479249511
0.1708262,0.15270935,0.92939125,0.7010004626542838,0.5593396402263685,0.6221828258507982,0.45184386106904795
0.17023768,0.16519378,0.920345875,0.588018021638687,0.7846756192931252,0.6721966873022331,0.506375454836655
0.16931261,0.15604973,0.9266561875,0.6302057206672822,0.7151285597256629,0.6699363589468121,0.5038422897860257
0.16859263,0.15575281,0.9271351875,0.7286537165171312,0.47585859271230324,0.575688558169797,0.4043878441324573
0.16912575,0.15155202,0.9301178125,0.6688883376489729,0.6503616661435745,0.6594910729183424,0.49220653870656983
0.16750869,0.14935108,0.9316731874999999,0.6863754314503785,0.631398094371429,0.6577342731536266,0.4902486273802872
0.16926265,0.15084745,0.9307851874999999,0.6642412569919205,0.676646685260617,0.6703838755114637,0.5043810938846026
0.16886069,0.15760146,0.930271375,0.696466527467333,0.5833921879643098,0.634903606274186,0.46534141053435185
0.16875584,0.16224168,0.9252348125000001,0.6129993144173019,0.7618372584705784,0.6793615404700132,0.5145546990559042
0.16638966,0.1497467,0.9313079375,0.6687088072852835,0.6733829440638779,0.6710373967786525,0.5052100184219299
0.16746192,0.14662656,0.9336473750000001,0.6924065467495377,0.6514134754400229,0.6712742552479193,0.5054836021707878
0.1666576,0.15202177,0.931308875,0.7389022112407063,0.5245049097347627,0.6133985718335606,0.44276894687486235
0.16749515,0.14792606,0.933113,0.7129428451122687,0.5970018887318648,0.6497999610622212,0.48155784143821756
0.16557279,0.1468048,0.9326089375,0.6773624600470501,0.6722744307798092,0.6748053605066593,0.5094605193473829
0.16689084,0.14871845,0.9328778125,0.686220125031189,0.6538605222502905,0.6696494504412152,0.5036163851984051
0.1673683,0.14774922,0.932509375,0.739628285859301,0.5413675848300245,0.6250223234777199,0.45500424535643036
0.1653243,0.15419094,0.931501375,0.6606613023427041,0.7025618608973716,0.6809569876851171,0.516432420950487
0.16474243,0.15056883,0.932233875,0.6827068747282311,0.6509068212987867,0.6664261250726125,0.49995403096973057
0.16418166,0.14755271,0.9329879999999999,0.7207391546264905,0.580201871730977,0.6428396521052386,0.4739527147025086
0.16418618,0.1447053,0.9341325,0.7208991668338761,0.5980290431828933,0.6537067836342623,0.4858581681940709
0.16732655,0.15112245,0.9311588125,0.6571129034004835,0.7086014141615384,0.6818443086092367,0.5174532125082616
0.16470458,0.15806714,0.9289405625,0.6618826253815693,0.6471900884694894,0.6544536533237172,0.486546955083592
0.1645817,0.15006797,0.931551625,0.6575215074591392,0.7144726170228872,0.6847929497387597,0.5208450913610129
0.16450244,0.15729888,0.927856,0.6248464765957569,0.7683728262491893,0.6891813259695025,0.5259346659376214
0.16444378,0.15273532,0.9332554375,0.6906673552021367,0.6495416999037178,0.6694623277070247,0.5033571780447476
0.16399787,0.15042217,0.93359675,0.6941637237586962,0.6462557716661673,0.6693526368006198,0.5032064977140538
0.16318423,0.14505589,0.934137875,0.7194284535070867,0.6010008261031655,0.6548910411153843,0.487131716988821
0.16241165,0.14546354,0.9341384374999999,0.713530889873867,0.612768930852772,0.6592984818439896,0.49209495375199386
0.16489281,0.15857714,0.9262883125,0.6137664437548611,0.7893999239996579,0.6905069209118178,0.5274919473017569
0.16460489,0.14367439,0.934628875,0.7285797508519523,0.5915109618387939,0.6529003474889643,0.4849172793500702
0.1631933,0.14754874,0.9324224375,0.7627897158096777,0.5078086957387153,0.6095270543497437,0.4388213091109397
0.16318083,0.1527219,0.934076125,0.7041787417814152,0.6316519478756297,0.6659339754515253,0.4993371880343459
0.16256931,0.15467617,0.933015375,0.7687036106773741,0.5086616761401931,0.6121223681361756,0.4414128046335031
0.16433246,0.14928441,0.932965,0.7157732655157807,0.589073428665253,0.6462110978633157,0.4776502885901402
0.1649704,0.15383096,0.9277416875,0.6225738711353155,0.7792999363989792,0.6920810495690236,0.5293573419638821
0.16332443,0.17002806,0.921380875,0.5985049827145486,0.7457962560882095,0.6639217130330098,0.4970276877400014
0.16640376,0.15356003,0.9276283125,0.6289120036872633,0.7408824874876143,0.680317075044835,0.5156661274007701
0.16652732,0.14628573,0.9337718125000001,0.7070036937840912,0.6203524116384566,0.6608496160728902,0.49371157125128073
0.16530156,0.15514065,0.9281025625,0.6270844682577233,0.7623539634780112,0.6881193772228256,0.5246806726363289
0.16429321,0.15320015,0.930171125,0.6394772067582105,0.7545748721726249,0.6922544918015281,0.5295352955932967
0.16395868,0.1440928,0.934184,0.7196570872467449,0.601301243307131,0.6551604975981664,0.4874425544011307
0.16260123,0.14454123,0.9340511875,0.7054311253094503,0.6280691427506715,0.6645036748932394,0.4977862075366334
0.1633727,0.14466438,0.93418975,0.6997913256777584,0.6432346579646013,0.6703174909235152,0.5042848213447916
0.16220482,0.14261162,0.93494025,0.7226785348127122,0.6075251387028675,0.660116379711483,0.4928846612830794
0.16227545,0.14702453,0.9338496249999999,0.6887226163815892,0.6652452318013025,0.6767509202559469,0.5116281038323197
0.16105923,0.14503476,0.9339923125,0.6831683736524179,0.6822654510008779,0.6826996268117917,0.5184612865290601
0.16202022,0.1527626,0.9343122500000001,0.685585316093647,0.6817647042619411,0.6836218322845826,0.5194902048786253
0.16154736,0.14405929,0.9342653125,0.7068533874781682,0.6292095425624298,0.6657650016155654,0.49918432132644375
0.16090246,0.14405534,0.9348801250000001,0.7027770787125043,0.6484257110855655,0.6744891942053692,0.5090211868967986
0.16223377,0.16119707,0.93236925,0.6567226283496468,0.7353117515542695,0.6937200290170813,0.5312590087669058
0.16043058,0.14900425,0.9351684375,0.6972680817170478,0.6663804048063509,0.6814732365300138,0.5171107009889568
0.16130592,0.14456722,0.9334138125,0.6691717185494924,0.7124397381204437,0.6901026929288476,0.5269987098822153
0.16091685,0.14554252,0.934559625,0.6939319702785457,0.6637842091165376,0.6785141967723634,0.5136237987694763
0.1610966,0.14694712,0.934512625,0.691044220704494,0.6700059505345508,0.6803561902121751,0.5157251563449582
0.16069584,0.14574614,0.934507,0.7030996564910216,0.6418308116516509,0.6710303142398104,0.5050910348672484
0.16060263,0.1456953,0.9330720625,0.6646493030597902,0.7204515567658601,0.6913931639371573,0.528489269573015
0.15974288,0.14174458,0.93544175,0.7119590064995255,0.6370784899852333,0.6724401020338352,0.5067215584514997
0.15979345,0.14340895,0.934576375,0.7263880435086973,0.5951600504709925,0.6542586529403712,0.486386874364686
0.15936434,0.14294536,0.9342297500000001,0.7550813378457559,0.5438712022182589,0.6323043975932976,0.4625166357500776
0.1592175,0.14430092,0.9340425,0.7098093533183956,0.6185525663597977,0.6610463414974413,0.49387853613549887
0.15924726,0.14219095,0.9352313125,0.7242091128757815,0.6092495317463404,0.6617738053682052,0.49472664219033524
0.15905674,0.14389294,0.9346362500000001,0.6950365100439116,0.6623272534500617,0.6782732135484804,0.5133251635786581
0.15957399,0.14956044,0.932485375,0.7343310164810954,0.5489859412517946,0.6282703440813021,0.4581089365036062
0.15953851,0.14462408,0.934796375,0.7436032901401184,0.5691521060540332,0.6447693072170376,0.4760332673464003
0.16083434,0.14444809,0.9344839375,0.6842799477661123,0.6886217022150918,0.6863696858329968,0.522651826476783
0.15964535,0.14741851,0.9321128125,0.6555999728396951,0.7339324893421986,0.69245348421486,0.5297263701609399
0.16093542,0.1449079,0.935416625,0.7117309143511616,0.6377084884335682,0.6726362525142309,0.5068705589772209
0.15955758,0.14514813,0.93377675,0.6755142403004106,0.7004402607864249,0.6877227545759987,0.5242757219997242
0.1595641,0.1440441,0.9350791875,0.7163248601349186,0.6223940082432536,0.666054312373416,0.4994769519580899
0.15885676,0.14558804,0.9341583124999999,0.7413298771638519,0.5630248825365136,0.639989089227526,0.4706984770905201
0.15885225,0.14363892,0.9352551875,0.7058990092329506,0.6472595277218621,0.6752932722366725,0.5099081929433065
0.15881692,0.1426006,0.9352281875,0.7324685168996798,0.594089580669795,0.6560614784625903,0.48833922901336113
0.15820925,0.14167835,0.935331625,0.7146784593849709,0.6295274394272455,0.6694053311282439,0.5032693104147372
0.15851952,0.1456321,0.9338901875,0.6770907227527123,0.697549089649437,0.6871319774219549,0.5235414857120424
0.15829365,0.14230761,0.935405875,0.7048094220802419,0.6523882255113018,0.6775648888492143,0.5125066359832056
0.15931427,0.1441731,0.9340045625,0.6845216363971521,0.6786123580504791,0.681511255591523,0.5170196667919806
0.16009419,0.14368823,0.934512625,0.7502013113158106,0.5547947307100045,0.6378680009713181,0.4684367000715487
0.15755898,0.14740829,0.9333118125,0.6740659727516387,0.6948783270454937,0.6843068030317916,0.5202631153125545
0.15898344,0.1497936,0.934114125,0.6762891206252826,0.7041725926586446,0.6899182894239515,0.5268028682664659
0.15779029,0.14227067,0.93497775,0.703688407491889,0.6473931921277996,0.6743418310476199,0.5087830402922194
