Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.24790366997524182,0.2819350063800812,0.9014611428571428,0.4961862354065577,0.8316504298414983,0.6215425537751812,0.45089716441911193
0.17452564957190533,0.16394656896591187,0.9255687142857143,0.6111631266756498,0.6459853317965245,0.6280919528743303,0.4578236523871019
0.16851554719769224,0.15824376046657562,0.9285105714285714,0.6352722158736055,0.6227937127880598,0.6289710784488178,0.45875843212497663
0.1801096039767168,0.15367065370082855,0.9299211428571429,0.69652387937455,0.49570892646076364,0.5792041668525235,0.4076617859790717
0.17961685967688656,0.15417559444904327,0.9292198571428572,0.6403836262971591,0.6215735649313943,0.6308384092390799,0.46074795955128084
0.17207516243263166,0.32478082180023193,0.9027027142857142,0.0,0.0,0.0,0.0
0.17596190103462764,0.17534275352954865,0.9284945714285714,0.632697314549242,0.6319132535073745,0.6323050409686135,0.4623143755800763
0.17320465585406947,0.15677767992019653,0.9299568571428571,0.6576592808086151,0.5841938728315212,0.6187535476847712,0.4479675199510007
0.16681181380943377,0.16714785993099213,0.928563,0.6393103979065651,0.6098213826874087,0.6242178077199101,0.45371848190983705
0.17388360384775667,0.1596863567829132,0.9296548571428571,0.6575691211330003,0.57797126559139,0.6152062065128376,0.4442583505257028
0.18823509861011894,0.1758912354707718,0.9158514285714285,0.5472469202863207,0.7825229603635483,0.6440712582586176,0.47500376563406593
0.16581256991746474,0.1551949381828308,0.92833,0.6222975230277287,0.6700755434503315,0.6453033752350787,0.4763453037664852
0.17762992424624308,0.21051368117332458,0.919123,0.5609335301428141,0.7767026642097303,0.6514156377435257,0.4830366241631085
0.16640025894252622,0.16179011762142181,0.9293181428571429,0.6781825555326003,0.5205435604531139,0.5889978659618,0.41743229989037994
0.16301557087168403,0.15310266613960266,0.9293854285714286,0.639517597789986,0.6284862678305301,0.6339539478458689,0.46407948461633536
0.17020255570508996,0.1577463448047638,0.9270877142857142,0.6198458874531827,0.6480703016599003,0.6336439501500923,0.463747315510988
0.18052781844625668,0.1641269326210022,0.9215735714285714,0.5729417482162186,0.7616453642457034,0.6539527055775649,0.4858318933423245
0.17640051276099925,0.16870500147342682,0.9226911428571428,0.7286527266130377,0.32730502962272323,0.4517068999406278,0.29174508361711765
0.1690967143798361,0.1737890988588333,0.9252292857142858,0.6054203172973031,0.6647574020100872,0.6337028765866436,0.4638104448346443
0.15872527202781367,0.15361513197422028,0.9290661428571428,0.7089945771588299,0.4595699382584629,0.5576629954985652,0.38663848584494287
0.16319299686928185,0.16790825128555298,0.9249824285714285,0.7450561953132857,0.3480710358042184,0.47447812889983493,0.31102676263674556
0.1601605053458895,0.16374865174293518,0.9224758571428572,0.5765300366956648,0.7654115245975054,0.6576780198062272,0.48995548721573284
0.15931367570040178,0.152011439204216,0.9291194285714286,0.6267996329756812,0.6710137798888506,0.6481535585729968,0.47945797592869255
0.16554924724053363,0.1610591858625412,0.92773,0.6568580572255442,0.5385403742667734,0.5918438148472067,0.42029699623340294
0.1736768985889396,0.1538449376821518,0.9302324285714286,0.6386748267752123,0.6515193116662874,0.6450331327994,0.4760508529127776
0.17611563813929654,0.20297794044017792,0.930446,0.6535606795080036,0.6067467862832475,0.6292842860906418,0.4590917574701815
0.1719075973544802,0.14974679052829742,0.9313412857142858,0.6842563893270387,0.546502903540778,0.6076705749053689,0.4364416667155245
0.17432162682620847,0.16272352635860443,0.9261667142857143,0.7337515940972855,0.3784719520163274,0.49936795365187175,0.3327717509879331
0.16392146111751088,0.15380752086639404,0.9300725714285715,0.6273697367808679,0.6927444517043161,0.6584383504291396,0.4907999201078544
0.17106406116972164,0.1672084927558899,0.9314942857142857,0.6726517562031263,0.5764075381938581,0.6208216769116663,0.45013880113884586
0.16245329927424995,0.1513398289680481,0.9301524285714285,0.732161241209309,0.44483419350575937,0.5534267094729439,0.3825777187350832
0.1788943072362822,0.15236975252628326,0.932582,0.6855289561041039,0.5673232364018118,0.6208497831595556,0.45016835409117917
0.17423200029499677,0.14751479029655457,0.9322132857142857,0.645146103166037,0.674025239881656,0.659269562270172,0.4917241704353862
0.1725572195588326,0.15025010704994202,0.9292308571428571,0.7491900829108166,0.4098360655737705,0.5298329400911511,0.3603896145816253
0.1640935394228721,0.1576291173696518,0.9324482857142857,0.6495906792411077,0.6637486877170314,0.656593370680928,0.4887525164392952
0.1632396042042849,0.1471477597951889,0.9329248571428571,0.7008364268150272,0.5419335893049856,0.6112262049664241,0.4401193391985386
0.15461522675290398,0.14624175429344177,0.9334404285714286,0.7357682950884344,0.4929177097633853,0.5903432146201426,0.41878506934655313
