X,Y,fid,id,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
84.0030774771563,26.3249326015801,"1","1","0","0","0","0",0,90.0000000000005
84.3839636914676,25.9440463872687,"2","1","1","0","0","1",0.53865445,180.000000000001
84.1937068963422,25.7537895921433,"3","1","2","0","0","2",0.80771818999997,269.999999999999
83.8128206820309,26.1346758064546,"4","1","3","0","0","3",1.34637263999997,359.999999999999
84.0030774771563,26.3249326015801,"5","1","4","0","0","4",1.61543637999996,90.0000000000005
83.4199098746608,26.3592560449902,"6","2","0","0","0","0",0,45.0000000000015
83.9585643246608,26.3592560449901,"7","2","1","0","0","1",0.53865445000001,135.000000000002
83.9585643246608,26.0901923049902,"8","2","2","0","0","2",0.80771818999996,224.999999999999
83.4199098746608,26.0901923049902,"9","2","3","0","0","3",1.34637263999997,314.999999999999
83.4199098746608,26.3592560449902,"10","2","4","0","0","4",1.61543637999996,45.0000000000015
83.1704031552859,26.4275630683108,"11","3","0","0","0","0",0,45.0000000000015
83.7090576052859,26.4275630683107,"12","3","1","0","0","1",0.53865445000001,135.000000000002
83.7090576052859,26.1584993283108,"13","3","2","0","0","2",0.80771818999996,224.999999999999
83.1704031552859,26.1584993283108,"14","3","3","0","0","3",1.34637263999997,314.999999999999
83.1704031552859,26.4275630683108,"15","3","4","0","0","4",1.61543637999996,45.0000000000015
82.9702987264215,26.7436210530703,"16","4","0","0","0","0",0,90.0000000000011
83.3511849407328,26.362734838759,"17","4","1","0","0","1",0.53865445000001,180.000000000001
83.1609281456074,26.1724780436336,"18","4","2","0","0","2",0.80771818999996,269.999999999999
82.7800419312961,26.5533642579449,"19","4","3","0","0","3",1.34637263999997,359.999999999999
82.9702987264215,26.7436210530703,"20","4","4","0","0","4",1.61543637999996,90.0000000000011
82.4097363773562,26.7282129389338,"21","5","0","0","0","0",0,45.0000000000008
82.9483908273562,26.7282129389338,"22","5","1","0","0","1",0.53865445000001,135.000000000001
82.9483908273562,26.4591491989338,"23","5","2","0","0","2",0.80771818999996,224.999999999998
82.4097363773562,26.4591491989338,"24","5","3","0","0","3",1.34637263999997,314.999999999998
82.4097363773562,26.7282129389338,"25","5","4","0","0","4",1.61543637999996,45.0000000000008
82.3249187409863,26.9628920113443,"26","6","0","0","0","0",0,90.0000000000016
82.7058049552976,26.5820057970329,"27","6","1","0","0","1",0.53865445000001,180.000000000001
82.5155481601723,26.3917490019076,"28","6","2","0","0","2",0.80771818999996,269.999999999998
82.1346619458609,26.7726352162188,"29","6","3","0","0","3",1.34637263999998,359.999999999999
82.3249187409863,26.9628920113443,"30","6","4","0","0","4",1.61543637999998,90.0000000000016
81.7564445532205,26.9666983626235,"31","7","0","0","0","0",0,45.0000000000015
82.2950990032205,26.9666983626235,"32","7","1","0","0","1",0.53865445000001,135.000000000002
82.2950990032205,26.6976346226235,"33","7","2","0","0","2",0.80771818999996,224.999999999998
81.7564445532205,26.6976346226235,"34","7","3","0","0","3",1.34637263999997,314.999999999998
81.7564445532205,26.9666983626235,"35","7","4","0","0","4",1.61543637999998,45.0000000000015
81.549558548327,27.3290971169152,"36","8","0","0","0","0",0,90.0000000000008
81.9304447626383,26.9482109026038,"37","8","1","0","0","1",0.53865445000002,180.000000000001
81.7401879675129,26.7579541074784,"38","8","2","0","0","2",0.80771818999997,269.999999999999
81.3593017532016,27.1388403217897,"39","8","3","0","0","3",1.34637263999998,359.999999999998
81.549558548327,27.3290971169152,"40","8","4","0","0","4",1.61543637999997,90.0000000000008
81.5104026120993,27.6609737400234,"41","9","0","0","0","0",0,135.000000000001
81.5104026120993,27.1223192900234,"42","9","1","0","0","1",0.53865445000001,225.000000000001
81.2413388720994,27.1223192900234,"43","9","2","0","0","2",0.80771818999996,314.999999999998
81.2413388720993,27.6609737400234,"44","9","3","0","0","3",1.34637263999997,44.9999999999985
81.5104026120993,27.6609737400234,"45","9","4","0","0","4",1.61543637999996,135.000000000001
81.3679895154884,28.081431453827,"46","10","0","0","0","0",0,135.000000000001
81.3679895154884,27.542777003827,"47","10","1","0","0","1",0.53865445000001,225.000000000001
81.0989257754885,27.542777003827,"48","10","2","0","0","2",0.80771818999996,314.999999999998
81.0989257754884,28.081431453827,"49","10","3","0","0","3",1.34637263999997,44.9999999999985
81.3679895154884,28.081431453827,"50","10","4","0","0","4",1.61543637999996,135.000000000001
