Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-01_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-01_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-01_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-01_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-01_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-01_r7,0,498699,806
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-01_r7,0,361979,130256
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-01_r7,0,91861,400926
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-01_r7,0,163550,328340
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-01_r7,0,207996,284562
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-01_r7,0,121183,367601
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-01_r7,0,499990,7
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-01_r7,0,27531,461407
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-01_r7,0,347955,142002
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-01_r7,0,497259,1664
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-01_r7,0,37680,449251
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-01_r7,0,425722,68286
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-01_r7,0,175200,315129
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-01_r7,0,6269,484046
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-01_r7,0,375075,113562
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-01_r7,0,297708,191148
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-01_r7,0,164291,320663
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-01_r7,0,293593,196990
