Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-01_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-01_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-01_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-01_r3,0,499868,7
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-01_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-01_r3,0,494329,4999
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-01_r3,0,48944,438779
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-01_r3,0,369676,121860
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-01_r3,0,441306,51259
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-01_r3,0,146358,344921
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-01_r3,0,360245,131504
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-01_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-01_r3,0,208678,280733
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-01_r3,0,124094,368060
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-01_r3,0,464839,25431
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-01_r3,0,467379,24050
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-01_r3,0,47801,443350
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-01_r3,0,191851,298732
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-01_r3,0,4789,485309
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-01_r3,0,425304,65668
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-01_r3,0,417943,71736
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-01_r3,0,461551,26322
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-01_r3,0,500000,0
