Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-01_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-01_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-01_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-01_r5,0,457723,37003
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-01_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-01_r5,0,487409,8525
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-01_r5,0,100444,389445
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-01_r5,0,178298,312807
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-01_r5,0,183803,307680
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-01_r5,0,94622,396987
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-01_r5,0,53717,436412
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-01_r5,0,499845,142
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-01_r5,0,31396,458137
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-01_r5,0,211929,278937
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-01_r5,0,429863,62180
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-01_r5,0,25579,462786
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-01_r5,0,126548,368152
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-01_r5,0,134687,355870
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-01_r5,0,4036,485996
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-01_r5,0,393506,95799
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-01_r5,0,282978,206205
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-01_r5,0,63080,423367
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-01_r5,0,203832,285469
