Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-01_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-01_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-01_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-01_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-01_r8,0,498702,1026
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-01_r8,0,385959,106547
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-01_r8,0,125555,369308
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-01_r8,0,153188,339447
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-01_r8,0,364747,129673
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-01_r8,0,54679,434160
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-01_r8,0,450577,47992
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-01_r8,0,16594,473593
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-01_r8,0,291221,200647
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-01_r8,0,493238,5085
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-01_r8,0,19626,469925
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-01_r8,0,452612,43037
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-01_r8,0,212999,278672
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-01_r8,0,6547,483648
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-01_r8,0,395378,94638
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-01_r8,0,292891,197673
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-01_r8,0,341810,144589
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-01_r8,0,440420,56475
