Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-01_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-01_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-01_r1,0,130878,358033
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-01_r1,0,499991,3
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-01_r1,0,453728,42408
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-01_r1,0,459338,33988
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-01_r1,0,46936,438803
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-01_r1,0,253773,235534
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-01_r1,0,254431,233592
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-01_r1,0,204593,284032
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-01_r1,0,238124,249544
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-01_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-01_r1,0,181115,306048
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-01_r1,0,223955,265517
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-01_r1,0,482809,8968
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-01_r1,0,484606,7032
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-01_r1,0,61564,435626
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-01_r1,0,181563,307075
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-01_r1,0,10632,477354
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-01_r1,0,455942,37383
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-01_r1,0,356405,130147
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-01_r1,0,464783,17849
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-01_r1,0,264064,224908
