Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-01_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-01_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-01_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-01_r6,0,487946,10401
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-01_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-01_r6,0,492845,4952
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-01_r6,0,309256,182534
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-01_r6,0,128212,363818
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-01_r6,0,119950,371482
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-01_r6,0,135055,357561
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-01_r6,0,174481,315712
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-01_r6,0,499490,460
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-01_r6,0,25627,464072
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-01_r6,0,344972,146011
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-01_r6,0,477384,17512
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-01_r6,0,37259,451073
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-01_r6,0,340584,154906
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-01_r6,0,165154,324761
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-01_r6,0,6162,483312
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-01_r6,0,396088,92106
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-01_r6,0,289060,198780
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-01_r6,0,115225,369506
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-01_r6,0,203997,285583
