Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-01_r10,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-01_r10,0,473592,26081
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-01_r10,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-01_r10,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-01_r10,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-01_r10,0,498765,1227
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-01_r10,0,483780,13317
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-01_r10,0,430109,68308
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-01_r10,0,111026,379733
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-01_r10,0,289804,201635
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-01_r10,0,428470,62185
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-01_r10,0,33947,452493
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-01_r10,0,330646,160823
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-01_r10,0,135680,352583
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-01_r10,0,351698,137744
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-01_r10,0,340810,151639
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-01_r10,0,489428,10276
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-01_r10,0,415547,78686
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-01_r10,0,34746,454836
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-01_r10,0,485928,11341
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-01_r10,0,36496,453395
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-01_r10,0,482988,10732
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-01_r10,0,499897,103
