Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-01_r4,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-01_r4,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-01_r4,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-01_r4,0,490921,5956
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-01_r4,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-01_r4,0,491587,5822
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-01_r4,0,29299,460516
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-01_r4,0,330872,162565
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-01_r4,0,434742,58045
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-01_r4,0,147296,345240
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-01_r4,0,140223,350492
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-01_r4,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-01_r4,0,208722,281857
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-01_r4,0,131537,360278
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-01_r4,0,442551,49618
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-01_r4,0,387484,104955
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-01_r4,0,31757,462048
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-01_r4,0,195606,296645
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-01_r4,0,4174,487539
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-01_r4,0,383135,107072
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-01_r4,0,379827,110283
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-01_r4,0,393968,95044
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-01_r4,0,462693,35133
