Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-02_r5,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-02_r5,0,5493,485264
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-02_r5,0,6797,484057
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-02_r5,0,25477,461789
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-02_r5,0,4960,486183
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-02_r5,0,7453,480154
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-02_r5,0,3066,487012
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-02_r5,0,1203,490179
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-02_r5,0,15244,476618
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-02_r5,0,3361,487937
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-02_r5,0,1382,489137
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-02_r5,0,12416,479155
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-02_r5,0,28583,463108
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-02_r5,0,190727,304507
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-02_r5,0,101884,387113
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-02_r5,0,7032,480086
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-02_r5,0,256461,241266
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-02_r5,0,11589,480673
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-02_r5,0,337,491214
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-02_r5,0,1215,490119
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-02_r5,0,2382,487806
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-02_r5,0,14157,474772
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-02_r5,0,3639,485734
