Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-02_r10,0,6238,484797
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-02_r10,0,21733,472308
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-02_r10,0,376588,121007
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-02_r10,0,31659,459620
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-02_r10,0,5843,476723
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-02_r10,0,319460,169200
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-02_r10,0,76783,412461
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-02_r10,0,397495,100154
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-02_r10,0,284827,204219
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-02_r10,0,328117,168183
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-02_r10,0,55085,434672
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-02_r10,0,10301,477865
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-02_r10,0,13939,475520
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-02_r10,0,386174,110931
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-02_r10,0,400602,94487
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-02_r10,0,5686,476554
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-02_r10,0,70264,421004
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-02_r10,0,5388,485593
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-02_r10,0,7874,481583
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-02_r10,0,61542,429349
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-02_r10,0,32237,456394
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-02_r10,0,160720,327372
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-02_r10,0,325912,165300
