Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-02_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-02_r2,0,10208,477248
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-02_r2,0,46920,441714
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-02_r2,0,3084,482055
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-02_r2,0,7417,481011
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-02_r2,0,57795,428968
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-02_r2,0,2321,485554
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-02_r2,0,793,489466
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-02_r2,0,29357,461065
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-02_r2,0,4482,484864
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-02_r2,0,4789,483364
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-02_r2,0,3358,485470
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-02_r2,0,117608,371961
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-02_r2,0,427686,68397
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-02_r2,0,99365,389514
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-02_r2,0,7663,477690
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-02_r2,0,199732,297377
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-02_r2,0,522,489109
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-02_r2,0,574,489944
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-02_r2,0,1645,487602
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-02_r2,0,3669,484854
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-02_r2,0,79822,405444
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-02_r2,0,37478,449641
