Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-01_r8,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-02_r8,0,498482,1518
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-02_r8,0,7256,485207
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-02_r8,0,9159,484884
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-02_r8,0,7338,484376
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-02_r8,0,10674,483705
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-02_r8,0,22222,467286
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-02_r8,0,2813,488679
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-02_r8,0,22665,470976
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-02_r8,0,137161,357057
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-02_r8,0,8499,484575
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-02_r8,0,2766,487907
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-02_r8,0,61092,430886
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-02_r8,0,1884,489537
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-02_r8,0,96601,397851
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-02_r8,0,99351,390236
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-02_r8,0,18336,470921
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-02_r8,0,302344,192570
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-02_r8,0,20176,473160
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-02_r8,0,436,491819
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-02_r8,0,3448,488205
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-02_r8,0,3008,486451
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-02_r8,0,13941,475789
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-02_r8,0,3428,487906
