Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-02_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-02_r7,0,7590,483836
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-02_r7,0,8376,484018
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-02_r7,0,19621,471157
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-02_r7,0,9456,484007
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-02_r7,0,7881,481610
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-02_r7,0,2261,489215
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-02_r7,0,8625,483770
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-02_r7,0,39595,453911
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-02_r7,0,6996,485025
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-02_r7,0,2179,486894
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-02_r7,0,25344,465238
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-02_r7,0,2040,488122
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-02_r7,0,30550,461839
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-02_r7,0,27054,457520
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-02_r7,0,8436,476616
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-02_r7,0,397629,97326
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-02_r7,0,17669,474842
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-02_r7,0,277,492129
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-02_r7,0,2521,488426
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-02_r7,0,2494,486403
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-02_r7,0,13406,474951
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-02_r7,0,5401,484300
