Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-02_r9,0,131333,363740
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-02_r9,0,5793,485099
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-02_r9,0,12283,480845
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-02_r9,0,8546,482438
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-02_r9,0,3351,487440
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-02_r9,0,101853,386526
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-02_r9,0,1911,488676
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-02_r9,0,48610,444969
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-02_r9,0,143732,348142
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-02_r9,0,17209,475980
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-02_r9,0,5444,484662
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-02_r9,0,86006,404821
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-02_r9,0,1645,488194
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-02_r9,0,166881,327380
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-02_r9,0,172185,317313
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-02_r9,0,3931,482076
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-02_r9,0,18679,472719
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-02_r9,0,5146,486932
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-02_r9,0,304,489602
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-02_r9,0,4177,486245
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-02_r9,0,3862,483561
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-02_r9,0,12425,474181
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-02_r9,0,14959,476551
