Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ghangara_1999-02_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ghangara_2000-02_r6,0,5668,485510
JRC_GSW1_4_Monthlyhistory_Ghangara_2001-02_r6,0,6581,485034
JRC_GSW1_4_Monthlyhistory_Ghangara_2002-02_r6,0,36546,452969
JRC_GSW1_4_Monthlyhistory_Ghangara_2003-02_r6,0,6781,485496
JRC_GSW1_4_Monthlyhistory_Ghangara_2004-02_r6,0,6799,482149
JRC_GSW1_4_Monthlyhistory_Ghangara_2005-02_r6,0,2052,489524
JRC_GSW1_4_Monthlyhistory_Ghangara_2006-02_r6,0,4276,488097
JRC_GSW1_4_Monthlyhistory_Ghangara_2007-02_r6,0,14979,477589
JRC_GSW1_4_Monthlyhistory_Ghangara_2008-02_r6,0,5916,486357
JRC_GSW1_4_Monthlyhistory_Ghangara_2009-02_r6,0,1620,488860
JRC_GSW1_4_Monthlyhistory_Ghangara_2010-02_r6,0,44610,446879
JRC_GSW1_4_Monthlyhistory_Ghangara_2011-02_r6,0,1673,489576
JRC_GSW1_4_Monthlyhistory_Ghangara_2012-02_r6,0,99803,393723
JRC_GSW1_4_Monthlyhistory_Ghangara_2013-02_r6,0,75309,412217
JRC_GSW1_4_Monthlyhistory_Ghangara_2014-02_r6,0,13723,473032
JRC_GSW1_4_Monthlyhistory_Ghangara_2015-02_r6,0,381926,114384
JRC_GSW1_4_Monthlyhistory_Ghangara_2016-02_r6,0,37420,454915
JRC_GSW1_4_Monthlyhistory_Ghangara_2017-02_r6,0,468,491001
JRC_GSW1_4_Monthlyhistory_Ghangara_2018-02_r6,0,2063,488808
JRC_GSW1_4_Monthlyhistory_Ghangara_2019-02_r6,0,2356,486550
JRC_GSW1_4_Monthlyhistory_Ghangara_2020-02_r6,0,16969,470485
JRC_GSW1_4_Monthlyhistory_Ghangara_2021-02_r6,0,4202,485909
