Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-02_r10,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-02_r10,0,395778,93759
JRC_GSW1_4_Monthlyhistory_Ganges_2001-02_r10,0,155347,328950
JRC_GSW1_4_Monthlyhistory_Ganges_2002-02_r10,0,6148,468676
JRC_GSW1_4_Monthlyhistory_Ganges_2003-02_r10,0,19863,459130
JRC_GSW1_4_Monthlyhistory_Ganges_2004-02_r10,0,27874,444184
JRC_GSW1_4_Monthlyhistory_Ganges_2005-02_r10,0,12243,466047
JRC_GSW1_4_Monthlyhistory_Ganges_2006-02_r10,0,1412,478745
JRC_GSW1_4_Monthlyhistory_Ganges_2007-02_r10,0,2112,474772
JRC_GSW1_4_Monthlyhistory_Ganges_2008-02_r10,0,13664,462025
JRC_GSW1_4_Monthlyhistory_Ganges_2009-02_r10,0,1884,472236
JRC_GSW1_4_Monthlyhistory_Ganges_2010-02_r10,0,1468,477727
JRC_GSW1_4_Monthlyhistory_Ganges_2011-02_r10,0,136740,344440
JRC_GSW1_4_Monthlyhistory_Ganges_2012-02_r10,0,20510,458059
JRC_GSW1_4_Monthlyhistory_Ganges_2013-02_r10,0,14279,459165
JRC_GSW1_4_Monthlyhistory_Ganges_2014-02_r10,0,8282,462669
JRC_GSW1_4_Monthlyhistory_Ganges_2015-02_r10,0,43298,437362
JRC_GSW1_4_Monthlyhistory_Ganges_2016-02_r10,0,716,482610
JRC_GSW1_4_Monthlyhistory_Ganges_2017-02_r10,0,4218,474098
JRC_GSW1_4_Monthlyhistory_Ganges_2018-02_r10,0,101808,380496
JRC_GSW1_4_Monthlyhistory_Ganges_2019-02_r10,0,2043,475706
JRC_GSW1_4_Monthlyhistory_Ganges_2020-02_r10,0,28692,445931
JRC_GSW1_4_Monthlyhistory_Ganges_2021-02_r10,0,1888,473678
