Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-02_r1,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-02_r1,0,27565,439020
JRC_GSW1_4_Monthlyhistory_Ganges_2001-02_r1,0,369918,102250
JRC_GSW1_4_Monthlyhistory_Ganges_2002-02_r1,0,5802,463077
JRC_GSW1_4_Monthlyhistory_Ganges_2003-02_r1,0,1424,468539
JRC_GSW1_4_Monthlyhistory_Ganges_2004-02_r1,0,63783,401806
JRC_GSW1_4_Monthlyhistory_Ganges_2005-02_r1,0,3730,464960
JRC_GSW1_4_Monthlyhistory_Ganges_2006-02_r1,0,272,473904
JRC_GSW1_4_Monthlyhistory_Ganges_2007-02_r1,0,104455,374798
JRC_GSW1_4_Monthlyhistory_Ganges_2008-02_r1,0,167440,309993
JRC_GSW1_4_Monthlyhistory_Ganges_2009-02_r1,0,9322,463875
JRC_GSW1_4_Monthlyhistory_Ganges_2010-02_r1,0,25059,452205
JRC_GSW1_4_Monthlyhistory_Ganges_2011-02_r1,0,3755,472857
JRC_GSW1_4_Monthlyhistory_Ganges_2012-02_r1,0,35330,436740
JRC_GSW1_4_Monthlyhistory_Ganges_2013-02_r1,0,4763,469089
JRC_GSW1_4_Monthlyhistory_Ganges_2014-02_r1,0,1784,461127
JRC_GSW1_4_Monthlyhistory_Ganges_2015-02_r1,0,29214,451012
JRC_GSW1_4_Monthlyhistory_Ganges_2016-02_r1,0,798,477734
JRC_GSW1_4_Monthlyhistory_Ganges_2017-02_r1,0,203,471877
JRC_GSW1_4_Monthlyhistory_Ganges_2018-02_r1,0,187,473397
JRC_GSW1_4_Monthlyhistory_Ganges_2019-02_r1,0,3704,472354
JRC_GSW1_4_Monthlyhistory_Ganges_2020-02_r1,0,5779,463362
JRC_GSW1_4_Monthlyhistory_Ganges_2021-02_r1,0,5138,467087
