Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-02_r4,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-02_r4,0,397820,85892
JRC_GSW1_4_Monthlyhistory_Ganges_2001-02_r4,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2002-02_r4,0,30336,412050
JRC_GSW1_4_Monthlyhistory_Ganges_2003-02_r4,0,138968,310758
JRC_GSW1_4_Monthlyhistory_Ganges_2004-02_r4,0,1263,436946
JRC_GSW1_4_Monthlyhistory_Ganges_2005-02_r4,0,26418,411178
JRC_GSW1_4_Monthlyhistory_Ganges_2006-02_r4,0,3036,440949
JRC_GSW1_4_Monthlyhistory_Ganges_2007-02_r4,0,25063,418286
JRC_GSW1_4_Monthlyhistory_Ganges_2008-02_r4,0,81648,364914
JRC_GSW1_4_Monthlyhistory_Ganges_2009-02_r4,0,7944,431477
JRC_GSW1_4_Monthlyhistory_Ganges_2010-02_r4,0,16767,428593
JRC_GSW1_4_Monthlyhistory_Ganges_2011-02_r4,0,494689,3597
JRC_GSW1_4_Monthlyhistory_Ganges_2012-02_r4,0,17864,433076
JRC_GSW1_4_Monthlyhistory_Ganges_2013-02_r4,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2014-02_r4,0,19662,418946
JRC_GSW1_4_Monthlyhistory_Ganges_2015-02_r4,0,18077,426512
JRC_GSW1_4_Monthlyhistory_Ganges_2016-02_r4,0,9444,437846
JRC_GSW1_4_Monthlyhistory_Ganges_2017-02_r4,0,9214,433332
JRC_GSW1_4_Monthlyhistory_Ganges_2018-02_r4,0,13549,437262
JRC_GSW1_4_Monthlyhistory_Ganges_2019-02_r4,0,11022,433375
JRC_GSW1_4_Monthlyhistory_Ganges_2020-02_r4,0,46114,397869
JRC_GSW1_4_Monthlyhistory_Ganges_2021-02_r4,0,528,447748
