Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-02_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-02_r3,0,482400,16427
JRC_GSW1_4_Monthlyhistory_Ganges_2001-02_r3,0,495248,4569
JRC_GSW1_4_Monthlyhistory_Ganges_2002-02_r3,0,43750,414045
JRC_GSW1_4_Monthlyhistory_Ganges_2003-02_r3,0,88015,370972
JRC_GSW1_4_Monthlyhistory_Ganges_2004-02_r3,0,703,449439
JRC_GSW1_4_Monthlyhistory_Ganges_2005-02_r3,0,37271,417989
JRC_GSW1_4_Monthlyhistory_Ganges_2006-02_r3,0,1225,457896
JRC_GSW1_4_Monthlyhistory_Ganges_2007-02_r3,0,21439,438949
JRC_GSW1_4_Monthlyhistory_Ganges_2008-02_r3,0,101061,360887
JRC_GSW1_4_Monthlyhistory_Ganges_2009-02_r3,0,4871,450744
JRC_GSW1_4_Monthlyhistory_Ganges_2010-02_r3,0,45214,416776
JRC_GSW1_4_Monthlyhistory_Ganges_2011-02_r3,0,410384,78298
JRC_GSW1_4_Monthlyhistory_Ganges_2012-02_r3,0,43206,417419
JRC_GSW1_4_Monthlyhistory_Ganges_2013-02_r3,0,455815,42755
JRC_GSW1_4_Monthlyhistory_Ganges_2014-02_r3,0,21949,432242
JRC_GSW1_4_Monthlyhistory_Ganges_2015-02_r3,0,96152,370741
JRC_GSW1_4_Monthlyhistory_Ganges_2016-02_r3,0,64014,401727
JRC_GSW1_4_Monthlyhistory_Ganges_2017-02_r3,0,1839,460571
JRC_GSW1_4_Monthlyhistory_Ganges_2018-02_r3,0,8134,459689
JRC_GSW1_4_Monthlyhistory_Ganges_2019-02_r3,0,8761,455301
JRC_GSW1_4_Monthlyhistory_Ganges_2020-02_r3,0,82505,377710
JRC_GSW1_4_Monthlyhistory_Ganges_2021-02_r3,0,393,462695
