Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-02_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-02_r6,0,195892,275470
JRC_GSW1_4_Monthlyhistory_Ganges_2001-02_r6,0,172960,309003
JRC_GSW1_4_Monthlyhistory_Ganges_2002-02_r6,0,5729,458172
JRC_GSW1_4_Monthlyhistory_Ganges_2003-02_r6,0,113724,361191
JRC_GSW1_4_Monthlyhistory_Ganges_2004-02_r6,0,2005,459913
JRC_GSW1_4_Monthlyhistory_Ganges_2005-02_r6,0,32086,438046
JRC_GSW1_4_Monthlyhistory_Ganges_2006-02_r6,0,1490,470013
JRC_GSW1_4_Monthlyhistory_Ganges_2007-02_r6,0,5314,464709
JRC_GSW1_4_Monthlyhistory_Ganges_2008-02_r6,0,13351,460736
JRC_GSW1_4_Monthlyhistory_Ganges_2009-02_r6,0,2241,464090
JRC_GSW1_4_Monthlyhistory_Ganges_2010-02_r6,0,9277,461754
JRC_GSW1_4_Monthlyhistory_Ganges_2011-02_r6,0,382919,98985
JRC_GSW1_4_Monthlyhistory_Ganges_2012-02_r6,0,58606,411666
JRC_GSW1_4_Monthlyhistory_Ganges_2013-02_r6,0,226978,252744
JRC_GSW1_4_Monthlyhistory_Ganges_2014-02_r6,0,39342,421604
JRC_GSW1_4_Monthlyhistory_Ganges_2015-02_r6,0,22634,451338
JRC_GSW1_4_Monthlyhistory_Ganges_2016-02_r6,0,2766,468892
JRC_GSW1_4_Monthlyhistory_Ganges_2017-02_r6,0,2675,461740
JRC_GSW1_4_Monthlyhistory_Ganges_2018-02_r6,0,27376,445494
JRC_GSW1_4_Monthlyhistory_Ganges_2019-02_r6,0,12179,455031
JRC_GSW1_4_Monthlyhistory_Ganges_2020-02_r6,0,60134,404722
JRC_GSW1_4_Monthlyhistory_Ganges_2021-02_r6,0,19592,446654
