Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-02_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-02_r2,0,151248,319107
JRC_GSW1_4_Monthlyhistory_Ganges_2001-02_r2,0,359178,128833
JRC_GSW1_4_Monthlyhistory_Ganges_2002-02_r2,0,9937,459482
JRC_GSW1_4_Monthlyhistory_Ganges_2003-02_r2,0,17550,448817
JRC_GSW1_4_Monthlyhistory_Ganges_2004-02_r2,0,26138,435959
JRC_GSW1_4_Monthlyhistory_Ganges_2005-02_r2,0,15641,455778
JRC_GSW1_4_Monthlyhistory_Ganges_2006-02_r2,0,146,473894
JRC_GSW1_4_Monthlyhistory_Ganges_2007-02_r2,0,105497,372726
JRC_GSW1_4_Monthlyhistory_Ganges_2008-02_r2,0,64556,410944
JRC_GSW1_4_Monthlyhistory_Ganges_2009-02_r2,0,6213,466644
JRC_GSW1_4_Monthlyhistory_Ganges_2010-02_r2,0,40042,436611
JRC_GSW1_4_Monthlyhistory_Ganges_2011-02_r2,0,37086,438781
JRC_GSW1_4_Monthlyhistory_Ganges_2012-02_r2,0,49725,423509
JRC_GSW1_4_Monthlyhistory_Ganges_2013-02_r2,0,61491,419324
JRC_GSW1_4_Monthlyhistory_Ganges_2014-02_r2,0,6342,454560
JRC_GSW1_4_Monthlyhistory_Ganges_2015-02_r2,0,90084,388109
JRC_GSW1_4_Monthlyhistory_Ganges_2016-02_r2,0,24975,451252
JRC_GSW1_4_Monthlyhistory_Ganges_2017-02_r2,0,482,473630
JRC_GSW1_4_Monthlyhistory_Ganges_2018-02_r2,0,686,476123
JRC_GSW1_4_Monthlyhistory_Ganges_2019-02_r2,0,1198,473872
JRC_GSW1_4_Monthlyhistory_Ganges_2020-02_r2,0,26290,442709
JRC_GSW1_4_Monthlyhistory_Ganges_2021-02_r2,0,1585,471318
