Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-01_r12,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-01_r12,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2001-01_r12,0,29239,450027
JRC_GSW1_4_Monthlyhistory_Ganges_2002-01_r12,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2003-01_r12,0,139432,344235
JRC_GSW1_4_Monthlyhistory_Ganges_2004-01_r12,0,327831,149754
JRC_GSW1_4_Monthlyhistory_Ganges_2005-01_r12,0,50108,428132
JRC_GSW1_4_Monthlyhistory_Ganges_2006-01_r12,0,77447,403883
JRC_GSW1_4_Monthlyhistory_Ganges_2007-01_r12,0,95023,384252
JRC_GSW1_4_Monthlyhistory_Ganges_2008-01_r12,0,128639,354015
JRC_GSW1_4_Monthlyhistory_Ganges_2009-01_r12,0,44943,432069
JRC_GSW1_4_Monthlyhistory_Ganges_2010-01_r12,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2011-01_r12,0,427468,53838
JRC_GSW1_4_Monthlyhistory_Ganges_2012-01_r12,0,413371,66160
JRC_GSW1_4_Monthlyhistory_Ganges_2013-01_r12,0,466498,16194
JRC_GSW1_4_Monthlyhistory_Ganges_2014-01_r12,0,472574,26708
JRC_GSW1_4_Monthlyhistory_Ganges_2015-01_r12,0,376893,123107
JRC_GSW1_4_Monthlyhistory_Ganges_2016-01_r12,0,256808,221616
JRC_GSW1_4_Monthlyhistory_Ganges_2017-01_r12,0,7642,469696
JRC_GSW1_4_Monthlyhistory_Ganges_2018-01_r12,0,499998,2
JRC_GSW1_4_Monthlyhistory_Ganges_2019-01_r12,0,371410,108248
JRC_GSW1_4_Monthlyhistory_Ganges_2020-01_r12,0,493603,2322
JRC_GSW1_4_Monthlyhistory_Ganges_2021-01_r12,0,169343,309834
