Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-01_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-01_r2,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2001-01_r2,0,326913,147371
JRC_GSW1_4_Monthlyhistory_Ganges_2002-01_r2,0,130761,343803
JRC_GSW1_4_Monthlyhistory_Ganges_2003-01_r2,0,168181,302525
JRC_GSW1_4_Monthlyhistory_Ganges_2004-01_r2,0,224340,244168
JRC_GSW1_4_Monthlyhistory_Ganges_2005-01_r2,0,52651,414479
JRC_GSW1_4_Monthlyhistory_Ganges_2006-01_r2,0,147716,325641
JRC_GSW1_4_Monthlyhistory_Ganges_2007-01_r2,0,184421,288918
JRC_GSW1_4_Monthlyhistory_Ganges_2008-01_r2,0,205446,267226
JRC_GSW1_4_Monthlyhistory_Ganges_2009-01_r2,0,201756,263533
JRC_GSW1_4_Monthlyhistory_Ganges_2010-01_r2,0,56449,418279
JRC_GSW1_4_Monthlyhistory_Ganges_2011-01_r2,0,389267,79725
JRC_GSW1_4_Monthlyhistory_Ganges_2012-01_r2,0,366561,117083
JRC_GSW1_4_Monthlyhistory_Ganges_2013-01_r2,0,317601,161651
JRC_GSW1_4_Monthlyhistory_Ganges_2014-01_r2,0,91526,376316
JRC_GSW1_4_Monthlyhistory_Ganges_2015-01_r2,0,211859,274038
JRC_GSW1_4_Monthlyhistory_Ganges_2016-01_r2,0,325969,147934
JRC_GSW1_4_Monthlyhistory_Ganges_2017-01_r2,0,27416,442742
JRC_GSW1_4_Monthlyhistory_Ganges_2018-01_r2,0,122058,350372
JRC_GSW1_4_Monthlyhistory_Ganges_2019-01_r2,0,9015,459230
JRC_GSW1_4_Monthlyhistory_Ganges_2020-01_r2,0,48965,418032
JRC_GSW1_4_Monthlyhistory_Ganges_2021-01_r2,0,131890,338866
