Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-01_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-01_r6,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2001-01_r6,0,372597,99756
JRC_GSW1_4_Monthlyhistory_Ganges_2002-01_r6,0,293021,185492
JRC_GSW1_4_Monthlyhistory_Ganges_2003-01_r6,0,499817,183
JRC_GSW1_4_Monthlyhistory_Ganges_2004-01_r6,0,333385,140847
JRC_GSW1_4_Monthlyhistory_Ganges_2005-01_r6,0,179315,287243
JRC_GSW1_4_Monthlyhistory_Ganges_2006-01_r6,0,341007,142266
JRC_GSW1_4_Monthlyhistory_Ganges_2007-01_r6,0,286540,185422
JRC_GSW1_4_Monthlyhistory_Ganges_2008-01_r6,0,268363,203064
JRC_GSW1_4_Monthlyhistory_Ganges_2009-01_r6,0,357439,110750
JRC_GSW1_4_Monthlyhistory_Ganges_2010-01_r6,0,353402,126251
JRC_GSW1_4_Monthlyhistory_Ganges_2011-01_r6,0,419105,53313
JRC_GSW1_4_Monthlyhistory_Ganges_2012-01_r6,0,468404,20716
JRC_GSW1_4_Monthlyhistory_Ganges_2013-01_r6,0,467092,16438
JRC_GSW1_4_Monthlyhistory_Ganges_2014-01_r6,0,417332,51594
JRC_GSW1_4_Monthlyhistory_Ganges_2015-01_r6,0,218647,266826
JRC_GSW1_4_Monthlyhistory_Ganges_2016-01_r6,0,395816,74941
JRC_GSW1_4_Monthlyhistory_Ganges_2017-01_r6,0,73959,385930
JRC_GSW1_4_Monthlyhistory_Ganges_2018-01_r6,0,84611,386391
JRC_GSW1_4_Monthlyhistory_Ganges_2019-01_r6,0,143742,319141
JRC_GSW1_4_Monthlyhistory_Ganges_2020-01_r6,0,18146,439715
JRC_GSW1_4_Monthlyhistory_Ganges_2021-01_r6,0,153966,305587
