Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-01_r9,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-01_r9,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2001-01_r9,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2002-01_r9,0,306359,172456
JRC_GSW1_4_Monthlyhistory_Ganges_2003-01_r9,0,497845,2155
JRC_GSW1_4_Monthlyhistory_Ganges_2004-01_r9,0,423727,56597
JRC_GSW1_4_Monthlyhistory_Ganges_2005-01_r9,0,210696,267355
JRC_GSW1_4_Monthlyhistory_Ganges_2006-01_r9,0,485225,11267
JRC_GSW1_4_Monthlyhistory_Ganges_2007-01_r9,0,358823,123474
JRC_GSW1_4_Monthlyhistory_Ganges_2008-01_r9,0,341004,137155
JRC_GSW1_4_Monthlyhistory_Ganges_2009-01_r9,0,411508,64312
JRC_GSW1_4_Monthlyhistory_Ganges_2010-01_r9,0,262753,220141
JRC_GSW1_4_Monthlyhistory_Ganges_2011-01_r9,0,434841,43007
JRC_GSW1_4_Monthlyhistory_Ganges_2012-01_r9,0,480969,15888
JRC_GSW1_4_Monthlyhistory_Ganges_2013-01_r9,0,467066,17328
JRC_GSW1_4_Monthlyhistory_Ganges_2014-01_r9,0,483987,9277
JRC_GSW1_4_Monthlyhistory_Ganges_2015-01_r9,0,236741,247451
JRC_GSW1_4_Monthlyhistory_Ganges_2016-01_r9,0,380303,96368
JRC_GSW1_4_Monthlyhistory_Ganges_2017-01_r9,0,51999,421232
JRC_GSW1_4_Monthlyhistory_Ganges_2018-01_r9,0,146181,331385
JRC_GSW1_4_Monthlyhistory_Ganges_2019-01_r9,0,217161,257770
JRC_GSW1_4_Monthlyhistory_Ganges_2020-01_r9,0,13657,457457
JRC_GSW1_4_Monthlyhistory_Ganges_2021-01_r9,0,152610,319611
